"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
5,824852,"[""l""]",1,"[6.828299999999814]","bless","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1894000000003757]","nature","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.5544000000003706]","carefree","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.7146000000000896]","nature","d",1,"Hit"
5,824852,"[""l""]",1,"[1.4964999999999975]","easygoing","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.998800000000287]","pillow","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.5658999999998997]","easygoing","d",1,"Hit"
5,824852,"[""l""]",1,"[1.3729999999999905]","gentle","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.2493999999998948]","square","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.2291999999997216]","gentle","d",1,"Hit"
5,824852,"[""l""]",1,"[1.491799999999813]","carefree","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.4728000000002766]","tool","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0072000000001822]","bored","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0012999999998158]","tool","d",1,"Hit"
5,824852,"[""l""]",1,"[1.097999999999999]","home","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.184400000000366]","immature","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.7668999999999073]","home","d",1,"Hit"
5,824852,"[""l""]",1,"[3.8694000000003683]","fault","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.707799999999807]","pillow","l",0,"NoHit"
5,824852,"[""l""]",1,"[2.126499999999993]","violin","l",0,"NoHit"
5,824852,"[""l""]",0,"[1.482399999999899]","violin","d",1,"Hit"
5,824852,"[""l""]",1,"[1.1021000000000925]","tense","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0993999999999033]","confident","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9333000000002869]","bomb","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.2307999999998174]","confident","d",1,"Hit"
5,824852,"[""l""]",1,"[2.296100000000095]","butterfly","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.120500000000007]","cheer","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1225000000000023]","street","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.2517999999998182]","cheer","d",1,"Hit"
5,824852,"[""l""]",1,"[1.9913999999999135]","taxi","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.4422000000001844]","adventure","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0392000000001929]","crutch","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.8570999999996332]","adventure","d",1,"Hit"
5,824852,"[""l""]",1,"[0.7633999999999048]","vest","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.132600000000096]","taxi","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9837999999998033]","brave","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0634999999999764]","square","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0193000000002996]","brave","d",1,"Hit"
5,824852,"[""l""]",1,"[0.8617000000001838]","unhappy","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.5983999999999128]","deformed","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.7720999999996252]","rifle","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.9839999999999804]","deformed","d",1,"Hit"
5,824852,"[""l""]",1,"[0.720899999999915]","tense","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.7339999999999804]","inferior","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9242999999998176]","exercise","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0921000000001015]","inferior","d",1,"Hit"
5,824852,"[""l""]",1,"[0.7295000000000016]","crutch","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.285299999999836]","obesity","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.2300000000000182]","bless","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0254999999999939]","obesity","d",1,"Hit"
5,824852,"[""l""]",1,"[0.7552999999998065]","pistol","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.7794000000003507]","bored","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1656000000000972]","pity","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.100999999999999]","politeness","l",0,"NoHit"
5,824852,"[""d""]",1,"[2.0504000000003657]","pity","d",1,"Hit"
5,824852,"[""l""]",1,"[0.9463999999998975]","beautiful","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.091899999999896]","street","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.1476999999997304]","beautiful","d",1,"Hit"
5,824852,"[""l""]",1,"[0.8135999999996386]","aroused","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9675000000000011]","demon","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.9471999999997252]","aroused","d",1,"Hit"
5,824852,"[""l""]",1,"[0.883499999999998]","cash","l",0,"NoHit"
5,824852,"[""l""]",1,"[3.622199999999708]","immature","l",0,"NoHit"
5,824852,"[""l""]",1,"[5.131600000000077]","cheer","l",0,"NoHit"
5,824852,"[""l""]",0,"[1.0133999999999048]","cheer","d",1,"Hit"
5,824852,"[""l""]",1,"[0.9209999999999923]","controlling","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.8792999999998017]","messy","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.8505000000000109]","cliff","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9140000000000157]","butterfly","l",0,"NoHit"
5,824852,"[""d""]",1,"[2.0516999999996983]","cliff","d",1,"Hit"
5,824852,"[""l""]",1,"[0.958500000000015]","erotic","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1187999999998226]","vest","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.2027999999997974]","dazzle","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.8716000000000861]","disloyal","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.1359999999999957]","dazzle","d",1,"Hit"
5,824852,"[""l""]",1,"[0.9412999999998135]","defiant","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0134999999999934]","fault","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.1823000000002821]","defiant","d",1,"Hit"
5,824852,"[""l""]",1,"[0.9907000000001744]","shotgun","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.9474999999999909]","revolt","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0378000000002885]","unhappy","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.8511000000000877]","revolt","d",1,"Hit"
5,824852,"[""l""]",1,"[0.7676999999997349]","car","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1132000000002051]","fight","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.890500000000003]","obsession","l",0,"NoHit"
5,824852,"[""l""]",0,"[0.974000000000018]","obsession","d",1,"Hit"
5,824852,"[""l""]",1,"[0.8243999999999119]","messy","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.1127999999998224]","anger","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.2129999999999939]","exercise","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0398000000002696]","anger","d",1,"Hit"
5,824852,"[""l""]",1,"[0.9163999999998964]","suspicious","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.0512000000001933]","politeness","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.7163999999999078]","suspicious","d",1,"Hit"
5,824852,"[""l""]",1,"[0.8222999999998137]","shark","l",0,"NoHit"
5,824852,"[""l""]",1,"[1.6208999999998923]","detest","l",0,"NoHit"
5,824852,"[""d""]",1,"[1.0287000000001854]","shark","d",1,"Hit"
5,824852,"[""l""]",1,"[0.7296000000000902]","cash","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.8023999999999205]","cancer","l",0,"NoHit"
5,824852,"[""l""]",1,"[0.7832000000001926]","pistol","l",0,"NoHit"
5,824852,"[""d""]",1,"[0.8499999999999943]","cancer","d",1,"Hit"
