images,type,corr_ans,order
stimuli/objects/solderingiron.jpg,new,right,91
stimuli/objects/nintendods.jpg,old,left,92
stimuli/objects/waterbottle03.jpg,old,left,93
stimuli/objects/wafflemaker.jpg,new,right,94
stimuli/objects/webcam.jpg,new,right,95
stimuli/objects/filmroll.jpg,old,left,96
stimuli/objects/wiicontroller.jpg,old,left,97
stimuli/objects/mitresaw.jpg,new,right,98
stimuli/objects/snowshovel.jpg,old,left,99
stimuli/objects/satellitedish01.jpg,new,right,100
stimuli/objects/chandelier.jpg,old,left,101
stimuli/objects/wheelbarrow01.jpg,new,right,102
stimuli/objects/kitchenscale01a.jpg,old,left,103
stimuli/objects/smokedetector02.jpg,new,right,104
stimuli/objects/taperecorder.jpg,old,left,105
stimuli/objects/airconditioner.jpg,new,right,106
stimuli/objects/freezer02.jpg,old,left,107
stimuli/objects/styrofoamcup.jpg,new,right,108
stimuli/objects/fridge.jpg,old,left,109
stimuli/objects/jack.jpg,old,left,110
stimuli/objects/pot01.jpg,old,left,111
stimuli/objects/funnel.jpg,old,left,112
stimuli/objects/lawnmower.jpg,old,left,113
stimuli/objects/shovel01.jpg,new,right,114
stimuli/objects/wire.jpg,new,right,115
stimuli/objects/oven.jpg,old,left,116
stimuli/objects/printer02.jpg,new,right,117
stimuli/objects/squeegee01b.jpg,old,left,118
stimuli/objects/phonejack.jpg,old,left,119
stimuli/objects/coffeepot03a.jpg,old,left,120
stimuli/objects/backpack01a.jpg,old,left,121
stimuli/objects/cutleryset.jpg,new,right,122
stimuli/objects/toaster01.jpg,new,right,123
stimuli/objects/lamp04a.jpg,old,left,124
stimuli/objects/fishingrod.jpg,new,right,125
stimuli/objects/spatula03.jpg,old,left,126
stimuli/objects/tupperware03a.jpg,old,left,127
stimuli/objects/desktopcomputer.jpg,old,left,128
stimuli/objects/measuringspoon.jpg,old,left,129
stimuli/objects/cookingpot.jpg,old,left,130
stimuli/objects/snowshoe.jpg,old,left,131
stimuli/objects/bottleopener01.jpg,new,right,132
stimuli/objects/icepack.jpg,old,left,133
stimuli/objects/swissarmyknife01a.jpg,old,left,134
stimuli/objects/ramekin01.jpg,old,left,135
stimuli/objects/breadknife.jpg,old,left,136
stimuli/objects/audiocablesplitter.jpg,old,left,137
stimuli/objects/peeler01.jpg,old,left,138
stimuli/objects/camera01a.jpg,old,left,139
stimuli/objects/carantenna.jpg,old,left,140
stimuli/objects/walkman.jpg,old,left,141
stimuli/objects/remotecontrol04.jpg,old,left,142
stimuli/objects/papershredder.jpg,new,right,143
stimuli/objects/megaphone.jpg,new,right,144
stimuli/objects/butterdish.jpg,new,right,145
stimuli/objects/bottlecap.jpg,old,left,146
stimuli/objects/potatomasher03b.jpg,old,left,147
stimuli/objects/extensioncord.jpg,old,left,148
stimuli/objects/gps.jpg,old,left,149
stimuli/objects/icecubetray01a.jpg,new,right,150
stimuli/objects/icebucket.jpg,old,left,151
stimuli/objects/battery02b.jpg,old,left,152
stimuli/objects/hourglass.jpg,new,right,153
stimuli/objects/anchor.jpg,new,right,154
stimuli/objects/grill.jpg,old,left,155
stimuli/objects/bikepump01.jpg,old,left,156
stimuli/objects/swimgoggles.jpg,old,left,157
stimuli/objects/pitcher02b.jpg,old,left,158
stimuli/objects/antenna.jpg,new,right,159
stimuli/objects/alarmsystem.jpg,old,left,160
stimuli/objects/hockeypuck.jpg,new,right,161
stimuli/objects/computerkeyboard02.jpg,old,left,162
stimuli/objects/golfbag.jpg,old,left,163
stimuli/objects/cashregister01.jpg,old,left,164
stimuli/objects/radio01.jpg,old,left,165
stimuli/objects/saltshaker03a.jpg,old,left,166
stimuli/objects/tableknife02.jpg,new,right,167
stimuli/objects/canister.jpg,old,left,168
stimuli/objects/videocamera01a.jpg,old,left,169
stimuli/objects/handmixer01d.jpg,old,left,170
stimuli/objects/boltcutter.jpg,old,left,171
stimuli/objects/cowbell.jpg,old,left,172
stimuli/objects/lightswitch01.jpg,old,left,173
stimuli/objects/carlighter02.jpg,old,left,174
stimuli/objects/kneepad01c.jpg,old,left,175
stimuli/objects/gravyboat.jpg,new,right,176
stimuli/objects/corkscrew03a.jpg,new,right,177
stimuli/objects/painttray.jpg,old,left,178
stimuli/objects/strainer01b.jpg,new,right,179
stimuli/objects/dvdcase01.jpg,new,right,180
