images,type,corr_ans,order
stimuli/objects/spatula03.jpg,old,left,1
stimuli/objects/walkietalkie.jpg,old,left,2
stimuli/objects/podium.jpg,old,left,3
stimuli/objects/cork02.jpg,new,right,4
stimuli/objects/peeler01.jpg,old,left,5
stimuli/objects/dvdcase01.jpg,new,right,6
stimuli/objects/coffeepot03a.jpg,old,left,7
stimuli/objects/whisk.jpg,old,left,8
stimuli/objects/cuttingpliers02.jpg,old,left,9
stimuli/objects/pot01.jpg,old,left,10
stimuli/objects/desktopcomputer.jpg,old,left,11
stimuli/objects/bikepump01.jpg,old,left,12
stimuli/objects/handmixer01d.jpg,old,left,13
stimuli/objects/gps.jpg,old,left,14
stimuli/objects/potatomasher03b.jpg,old,left,15
stimuli/objects/hockeygoaliemask.jpg,new,right,16
stimuli/objects/mitresaw.jpg,new,right,17
stimuli/objects/jack.jpg,old,left,18
stimuli/objects/fanblades.jpg,new,right,19
stimuli/objects/alarmsystem.jpg,old,left,20
stimuli/objects/bottleopener01.jpg,new,right,21
stimuli/objects/ipod.jpg,old,left,22
stimuli/objects/jug.jpg,new,right,23
stimuli/objects/foodprocessor.jpg,new,right,24
stimuli/objects/hockeypuck.jpg,new,right,25
stimuli/objects/espressomachine.jpg,new,right,26
stimuli/objects/remotecontrol04.jpg,old,left,27
stimuli/objects/avcable.jpg,old,left,28
stimuli/objects/microphone01.jpg,new,right,29
stimuli/objects/extensioncord.jpg,old,left,30
stimuli/objects/videocamera01a.jpg,old,left,31
stimuli/objects/waterbottle03.jpg,old,left,32
stimuli/objects/toasteroven.jpg,old,left,33
stimuli/objects/footballhelmet.jpg,new,right,34
stimuli/objects/charcoalbarbecue.jpg,old,left,35
stimuli/objects/alarmclock01.jpg,new,right,36
stimuli/objects/breadknife.jpg,old,left,37
stimuli/objects/megaphone.jpg,new,right,38
stimuli/objects/bowl02a.jpg,old,left,39
stimuli/objects/phonejack.jpg,old,left,40
stimuli/objects/surfboard.jpg,old,left,41
stimuli/objects/electricoutlet.jpg,old,left,42
stimuli/objects/dishrack.jpg,old,left,43
stimuli/objects/tripod01.jpg,new,right,44
stimuli/objects/airconditioner.jpg,new,right,45
stimuli/objects/cameracase01a.jpg,old,left,46
stimuli/objects/lawnmower.jpg,old,left,47
stimuli/objects/photocopier.jpg,old,left,48
stimuli/objects/spotlight.jpg,old,left,49
stimuli/objects/cashregister01.jpg,old,left,50
stimuli/objects/cellphone.jpg,new,right,51
stimuli/objects/tupperware03a.jpg,old,left,52
stimuli/objects/swissarmyknife01a.jpg,old,left,53
stimuli/objects/wafflemaker.jpg,new,right,54
stimuli/objects/painttray.jpg,old,left,55
stimuli/objects/expansioncard.jpg,old,left,56
stimuli/objects/backpack01a.jpg,old,left,57
stimuli/objects/icebucket.jpg,old,left,58
stimuli/objects/fishingrod.jpg,new,right,59
stimuli/objects/wheelbarrow01.jpg,new,right,60
stimuli/objects/swimgoggles.jpg,old,left,61
stimuli/objects/chandelier.jpg,old,left,62
stimuli/objects/cakeplatter.jpg,old,left,63
stimuli/objects/carantenna.jpg,old,left,64
stimuli/objects/usbcable01a.jpg,new,right,65
stimuli/objects/floppydisk02a.jpg,new,right,66
stimuli/objects/chocolatefonduedish.jpg,old,left,67
stimuli/objects/knife03.jpg,old,left,68
stimuli/objects/icepack.jpg,old,left,69
stimuli/objects/securitycamera.jpg,old,left,70
stimuli/objects/solderingiron.jpg,new,right,71
stimuli/objects/scanner.jpg,old,left,72
stimuli/objects/coffeemaker.jpg,old,left,73
stimuli/objects/oven.jpg,old,left,74
stimuli/objects/fan.jpg,new,right,75
stimuli/objects/styrofoamcup.jpg,new,right,76
stimuli/objects/taperecorder.jpg,old,left,77
stimuli/objects/snowshovel.jpg,old,left,78
stimuli/objects/webcam.jpg,new,right,79
stimuli/objects/golfbag.jpg,old,left,80
stimuli/objects/icecubetray01a.jpg,new,right,81
stimuli/objects/outletadapter.jpg,new,right,82
stimuli/objects/pitcher02b.jpg,old,left,83
stimuli/objects/strainer01b.jpg,new,right,84
stimuli/objects/cookingpot.jpg,old,left,85
stimuli/objects/spicerack.jpg,old,left,86
stimuli/objects/camera01a.jpg,old,left,87
stimuli/objects/smokedetector02.jpg,new,right,88
stimuli/objects/fonduefork01.jpg,old,left,89
stimuli/objects/garlicpress02a.jpg,new,right,90
