images,type,corr_ans,order
stimuli/objects/papershredder.jpg,new,right,1
stimuli/objects/usbkey.jpg,old,left,2
stimuli/objects/screwdriver04b.jpg,new,right,3
stimuli/objects/golfbag.jpg,old,left,4
stimuli/objects/securitycamera.jpg,old,left,5
stimuli/objects/filmnegative.jpg,old,left,6
stimuli/objects/kitchenscale01a.jpg,old,left,7
stimuli/objects/printer02.jpg,new,right,8
stimuli/objects/alarmsystem.jpg,old,left,9
stimuli/objects/expansioncard.jpg,old,left,10
stimuli/objects/painttray.jpg,old,left,11
stimuli/objects/microphone01.jpg,new,right,12
stimuli/objects/snowshovel.jpg,old,left,13
stimuli/objects/computerkeyboard02.jpg,old,left,14
stimuli/objects/muffintray01.jpg,old,left,15
stimuli/objects/cuttingboard.jpg,old,left,16
stimuli/objects/icebucket.jpg,old,left,17
stimuli/objects/handmixer01d.jpg,old,left,18
stimuli/objects/djmixer02.jpg,old,left,19
stimuli/objects/coffeemaker.jpg,old,left,20
stimuli/objects/saltshaker03a.jpg,old,left,21
stimuli/objects/spotlight.jpg,old,left,22
stimuli/objects/photocopier.jpg,old,left,23
stimuli/objects/chocolatefonduedish.jpg,old,left,24
stimuli/objects/solderingiron.jpg,new,right,25
stimuli/objects/jack.jpg,old,left,26
stimuli/objects/fryingpan02a.jpg,old,left,27
stimuli/objects/walkietalkie.jpg,old,left,28
stimuli/objects/carantenna.jpg,old,left,29
stimuli/objects/peeler01.jpg,old,left,30
stimuli/objects/fridge.jpg,old,left,31
stimuli/objects/chandelier.jpg,old,left,32
stimuli/objects/pot01.jpg,old,left,33
stimuli/objects/footballhelmet.jpg,new,right,34
stimuli/objects/heatpump.jpg,old,left,35
stimuli/objects/dvdcase01.jpg,new,right,36
stimuli/objects/payphone.jpg,old,left,37
stimuli/objects/ethernetcable02.jpg,new,right,38
stimuli/objects/garlicpress02a.jpg,new,right,39
stimuli/objects/beermug01a.jpg,old,left,40
stimuli/objects/cashregister01.jpg,old,left,41
stimuli/objects/cassettetape01a.jpg,new,right,42
stimuli/objects/scanner.jpg,old,left,43
stimuli/objects/lightbulb01.jpg,old,left,44
stimuli/objects/ramekin01.jpg,old,left,45
stimuli/objects/tripod01.jpg,new,right,46
stimuli/objects/bowl02a.jpg,old,left,47
stimuli/objects/soundmixer.jpg,old,left,48
stimuli/objects/fanblades.jpg,new,right,49
stimuli/objects/fan.jpg,new,right,50
stimuli/objects/desktopcomputer.jpg,old,left,51
stimuli/objects/walkman.jpg,old,left,52
stimuli/objects/stovetop.jpg,new,right,53
stimuli/objects/fork03c.jpg,old,left,54
stimuli/objects/ladder.jpg,new,right,55
stimuli/objects/bikepump01.jpg,old,left,56
stimuli/objects/fuse.jpg,new,right,57
stimuli/objects/peppermill02b.jpg,old,left,58
stimuli/objects/anchor.jpg,new,right,59
stimuli/objects/alarmclock01.jpg,new,right,60
stimuli/objects/extensioncord.jpg,old,left,61
stimuli/objects/mitresaw.jpg,new,right,62
stimuli/objects/hockeygoaliemask.jpg,new,right,63
stimuli/objects/cameracase01a.jpg,old,left,64
stimuli/objects/martiniglass01b.jpg,old,left,65
stimuli/objects/cookingpot.jpg,old,left,66
stimuli/objects/fishingrod.jpg,new,right,67
stimuli/objects/carlighter02.jpg,old,left,68
stimuli/objects/boltcutter.jpg,old,left,69
stimuli/objects/toaster01.jpg,new,right,70
stimuli/objects/usbcable01a.jpg,new,right,71
stimuli/objects/bottlecap.jpg,old,left,72
stimuli/objects/cowbell.jpg,old,left,73
stimuli/objects/foodprocessor.jpg,new,right,74
stimuli/objects/pastaspoon.jpg,old,left,75
stimuli/objects/thermos.jpg,new,right,76
stimuli/objects/jug.jpg,new,right,77
stimuli/objects/tupperware03a.jpg,old,left,78
stimuli/objects/cutleryset.jpg,new,right,79
stimuli/objects/microwave.jpg,new,right,80
stimuli/objects/toyhockeystick01.jpg,old,left,81
stimuli/objects/charcoalbarbecue.jpg,old,left,82
stimuli/objects/waterbottle03.jpg,old,left,83
stimuli/objects/fanheater.jpg,old,left,84
stimuli/objects/hourglass.jpg,new,right,85
stimuli/objects/nutcracker01.jpg,new,right,86
stimuli/objects/lightswitch01.jpg,old,left,87
stimuli/objects/knifesharpener.jpg,old,left,88
stimuli/objects/toasteroven.jpg,old,left,89
stimuli/objects/ipod.jpg,old,left,90
