images,type,corr_ans,order
stimuli/objects/screwdriver04b.jpg,new,right,91
stimuli/objects/stovetop.jpg,new,right,92
stimuli/objects/speaker04.jpg,new,right,93
stimuli/objects/butterdish.jpg,new,right,94
stimuli/objects/lightswitch01.jpg,old,left,95
stimuli/objects/cutleryset.jpg,new,right,96
stimuli/objects/battery02b.jpg,old,left,97
stimuli/objects/bottlecap.jpg,old,left,98
stimuli/objects/lamp04a.jpg,old,left,99
stimuli/objects/funnel.jpg,old,left,100
stimuli/objects/snowshoe.jpg,old,left,101
stimuli/objects/studiolight.jpg,new,right,102
stimuli/objects/hourglass.jpg,new,right,103
stimuli/objects/freezer02.jpg,old,left,104
stimuli/objects/contactlens.jpg,new,right,105
stimuli/objects/faxmachine.jpg,old,left,106
stimuli/objects/pastaspoon.jpg,old,left,107
stimuli/objects/toyhockeystick01.jpg,old,left,108
stimuli/objects/anchor.jpg,new,right,109
stimuli/objects/minifridge.jpg,old,left,110
stimuli/objects/ramekin01.jpg,old,left,111
stimuli/objects/martiniglass01b.jpg,old,left,112
stimuli/objects/fryingpan02a.jpg,old,left,113
stimuli/objects/blender.jpg,new,right,114
stimuli/objects/crocodileclips.jpg,old,left,115
stimuli/objects/aluminiumfoil.jpg,new,right,116
stimuli/objects/umbrella04.jpg,old,left,117
stimuli/objects/muffintray01.jpg,old,left,118
stimuli/objects/ladder.jpg,new,right,119
stimuli/objects/beermug01a.jpg,old,left,120
stimuli/objects/lectern01.jpg,old,left,121
stimuli/objects/measuringspoon.jpg,old,left,122
stimuli/objects/canister.jpg,old,left,123
stimuli/objects/telephone01b.jpg,old,left,124
stimuli/objects/microwave.jpg,new,right,125
stimuli/objects/knifesharpener.jpg,old,left,126
stimuli/objects/wateringcan.jpg,old,left,127
stimuli/objects/powercable.jpg,old,left,128
stimuli/objects/payphone.jpg,old,left,129
stimuli/objects/printer02.jpg,new,right,130
stimuli/objects/fridge.jpg,old,left,131
stimuli/objects/papershredder.jpg,new,right,132
stimuli/objects/peppermill02b.jpg,old,left,133
stimuli/objects/lightbulb01.jpg,old,left,134
stimuli/objects/spatula04.jpg,old,left,135
stimuli/objects/carlighter02.jpg,old,left,136
stimuli/objects/tableknife02.jpg,new,right,137
stimuli/objects/grill.jpg,old,left,138
stimuli/objects/heatpump.jpg,old,left,139
stimuli/objects/shotglass.jpg,old,left,140
stimuli/objects/soundmixer.jpg,old,left,141
stimuli/objects/computerkeyboard02.jpg,old,left,142
stimuli/objects/tablesaw.jpg,old,left,143
stimuli/objects/squeegee01b.jpg,old,left,144
stimuli/objects/ethernetcable02.jpg,new,right,145
stimuli/objects/shovel01.jpg,new,right,146
stimuli/objects/hockeygoaliepad.jpg,new,right,147
stimuli/objects/radio01.jpg,old,left,148
stimuli/objects/toaster01.jpg,new,right,149
stimuli/objects/caulking.jpg,old,left,150
stimuli/objects/servingspoon01.jpg,old,left,151
stimuli/objects/nutcracker01.jpg,new,right,152
stimuli/objects/kneepad01c.jpg,old,left,153
stimuli/objects/fanheater.jpg,old,left,154
stimuli/objects/cassettetape01a.jpg,new,right,155
stimuli/objects/boltcutter.jpg,old,left,156
stimuli/objects/coffeemachine.jpg,old,left,157
stimuli/objects/wire.jpg,new,right,158
stimuli/objects/usbkey.jpg,old,left,159
stimuli/objects/filmnegative.jpg,old,left,160
stimuli/objects/cuttingboard.jpg,old,left,161
stimuli/objects/antenna.jpg,new,right,162
stimuli/objects/cleaver01.jpg,old,left,163
stimuli/objects/gravyboat.jpg,new,right,164
stimuli/objects/filmroll.jpg,old,left,165
stimuli/objects/walkman.jpg,old,left,166
stimuli/objects/kitchenscale01a.jpg,old,left,167
stimuli/objects/saltshaker03a.jpg,old,left,168
stimuli/objects/satellitedish01.jpg,new,right,169
stimuli/objects/djmixer02.jpg,old,left,170
stimuli/objects/adjustablewrench01b.jpg,old,left,171
stimuli/objects/wiicontroller.jpg,old,left,172
stimuli/objects/thermos.jpg,new,right,173
stimuli/objects/fuse.jpg,new,right,174
stimuli/objects/cowbell.jpg,old,left,175
stimuli/objects/fork03c.jpg,old,left,176
stimuli/objects/audiocablesplitter.jpg,old,left,177
stimuli/objects/beachumbrella01.jpg,old,left,178
stimuli/objects/nintendods.jpg,old,left,179
stimuli/objects/corkscrew03a.jpg,new,right,180
