images,type,corr_ans,order
stimuli/objects/ipod.jpg,old,left,1
stimuli/objects/fork03c.jpg,old,left,2
stimuli/objects/martiniglass01b.jpg,old,left,3
stimuli/objects/charcoalbarbecue.jpg,old,left,4
stimuli/objects/fanheater.jpg,old,left,5
stimuli/objects/tablesaw.jpg,old,left,6
stimuli/objects/stovetop.jpg,new,right,7
stimuli/objects/expansioncard.jpg,old,left,8
stimuli/objects/cameracase01a.jpg,old,left,9
stimuli/objects/aluminiumfoil.jpg,new,right,10
stimuli/objects/adjustablewrench01b.jpg,old,left,11
stimuli/objects/usbcable01a.jpg,new,right,12
stimuli/objects/fanblades.jpg,new,right,13
stimuli/objects/cakeplatter.jpg,old,left,14
stimuli/objects/pastaspoon.jpg,old,left,15
stimuli/objects/spicerack.jpg,old,left,16
stimuli/objects/knifesharpener.jpg,old,left,17
stimuli/objects/ethernetcable02.jpg,new,right,18
stimuli/objects/soundmixer.jpg,old,left,19
stimuli/objects/fan.jpg,new,right,20
stimuli/objects/whisk.jpg,old,left,21
stimuli/objects/avcable.jpg,old,left,22
stimuli/objects/outletadapter.jpg,new,right,23
stimuli/objects/dishrack.jpg,old,left,24
stimuli/objects/fuse.jpg,new,right,25
stimuli/objects/faxmachine.jpg,old,left,26
stimuli/objects/nutcracker01.jpg,new,right,27
stimuli/objects/surfboard.jpg,old,left,28
stimuli/objects/crocodileclips.jpg,old,left,29
stimuli/objects/walkietalkie.jpg,old,left,30
stimuli/objects/cleaver01.jpg,old,left,31
stimuli/objects/filmnegative.jpg,old,left,32
stimuli/objects/thermos.jpg,new,right,33
stimuli/objects/powercable.jpg,old,left,34
stimuli/objects/knife03.jpg,old,left,35
stimuli/objects/fryingpan02a.jpg,old,left,36
stimuli/objects/microphone01.jpg,new,right,37
stimuli/objects/electricoutlet.jpg,old,left,38
stimuli/objects/caulking.jpg,old,left,39
stimuli/objects/screwdriver04b.jpg,new,right,40
stimuli/objects/beermug01a.jpg,old,left,41
stimuli/objects/beachumbrella01.jpg,old,left,42
stimuli/objects/microwave.jpg,new,right,43
stimuli/objects/umbrella04.jpg,old,left,44
stimuli/objects/lightbulb01.jpg,old,left,45
stimuli/objects/studiolight.jpg,new,right,46
stimuli/objects/footballhelmet.jpg,new,right,47
stimuli/objects/jug.jpg,new,right,48
stimuli/objects/toasteroven.jpg,old,left,49
stimuli/objects/usbkey.jpg,old,left,50
stimuli/objects/hockeygoaliemask.jpg,new,right,51
stimuli/objects/photocopier.jpg,old,left,52
stimuli/objects/coffeemaker.jpg,old,left,53
stimuli/objects/tripod01.jpg,new,right,54
stimuli/objects/lectern01.jpg,old,left,55
stimuli/objects/fonduefork01.jpg,old,left,56
stimuli/objects/chocolatefonduedish.jpg,old,left,57
stimuli/objects/spatula04.jpg,old,left,58
stimuli/objects/servingspoon01.jpg,old,left,59
stimuli/objects/securitycamera.jpg,old,left,60
stimuli/objects/payphone.jpg,old,left,61
stimuli/objects/cork02.jpg,new,right,62
stimuli/objects/garlicpress02a.jpg,new,right,63
stimuli/objects/peppermill02b.jpg,old,left,64
stimuli/objects/telephone01b.jpg,old,left,65
stimuli/objects/cuttingpliers02.jpg,old,left,66
stimuli/objects/coffeemachine.jpg,old,left,67
stimuli/objects/foodprocessor.jpg,new,right,68
stimuli/objects/bowl02a.jpg,old,left,69
stimuli/objects/scanner.jpg,old,left,70
stimuli/objects/heatpump.jpg,old,left,71
stimuli/objects/contactlens.jpg,new,right,72
stimuli/objects/cellphone.jpg,new,right,73
stimuli/objects/djmixer02.jpg,old,left,74
stimuli/objects/speaker04.jpg,new,right,75
stimuli/objects/shotglass.jpg,old,left,76
stimuli/objects/blender.jpg,new,right,77
stimuli/objects/alarmclock01.jpg,new,right,78
stimuli/objects/wateringcan.jpg,old,left,79
stimuli/objects/espressomachine.jpg,new,right,80
stimuli/objects/ladder.jpg,new,right,81
stimuli/objects/toyhockeystick01.jpg,old,left,82
stimuli/objects/hockeygoaliepad.jpg,new,right,83
stimuli/objects/spotlight.jpg,old,left,84
stimuli/objects/podium.jpg,old,left,85
stimuli/objects/muffintray01.jpg,old,left,86
stimuli/objects/floppydisk02a.jpg,new,right,87
stimuli/objects/cassettetape01a.jpg,new,right,88
stimuli/objects/cuttingboard.jpg,old,left,89
stimuli/objects/minifridge.jpg,old,left,90
