images,modal_categ,type,corr_ans,order
stimuli/objects/powercable.jpg,Electronic device & accessory,old,left,128
stimuli/objects/payphone.jpg,Electronic device & accessory,old,left,129
stimuli/objects/printer02.jpg,Electronic device & accessory,new,right,130
stimuli/objects/fridge.jpg,Kitchen & utensil,old,left,131
stimuli/objects/papershredder.jpg,Electronic device & accessory,new,right,132
stimuli/objects/peppermill02b.jpg,Kitchen & utensil,old,left,133
stimuli/objects/lightbulb01.jpg,Electronic device & accessory,old,left,134
stimuli/objects/spatula04.jpg,Kitchen & utensil,old,left,135
stimuli/objects/carlighter02.jpg,Electronic device & accessory,old,left,136
stimuli/objects/tableknife02.jpg,Kitchen & utensil,new,right,137
stimuli/objects/grill.jpg,Kitchen & utensil,old,left,138
stimuli/objects/heatpump.jpg,Electronic device & accessory,old,left,139
stimuli/objects/shotglass.jpg,Kitchen & utensil,old,left,140
stimuli/objects/soundmixer.jpg,Electronic device & accessory,old,left,141
stimuli/objects/computerkeyboard02.jpg,Electronic device & accessory,old,left,142
stimuli/objects/tablesaw.jpg,Hand labour tool & accessory,old,left,143
stimuli/objects/squeegee01b.jpg,Hand labour tool & accessory,old,left,144
stimuli/objects/ethernetcable02.jpg,Electronic device & accessory,new,right,145
stimuli/objects/shovel01.jpg,Hand labour tool & accessory,new,right,146
stimuli/objects/hockeygoaliepad.jpg,Outdoor activity & sport item,new,right,147
stimuli/objects/radio01.jpg,Electronic device & accessory,old,left,148
stimuli/objects/toaster01.jpg,Kitchen & utensil,new,right,149
stimuli/objects/caulking.jpg,Hand labour tool & accessory,old,left,150
stimuli/objects/servingspoon01.jpg,Kitchen & utensil,old,left,151
stimuli/objects/nutcracker01.jpg,Kitchen & utensil,new,right,152
stimuli/objects/kneepad01c.jpg,Outdoor activity & sport item,old,left,153
stimuli/objects/fanheater.jpg,Electronic device & accessory,old,left,154
stimuli/objects/cassettetape01a.jpg,Electronic device & accessory,new,right,155
stimuli/objects/boltcutter.jpg,Hand labour tool & accessory,old,left,156
stimuli/objects/coffeemachine.jpg,Electronic device & accessory,old,left,157
stimuli/objects/wire.jpg,Electronic device & accessory,new,right,158
stimuli/objects/usbkey.jpg,Electronic device & accessory,old,left,159
stimuli/objects/filmnegative.jpg,Electronic device & accessory,old,left,160
stimuli/objects/cuttingboard.jpg,Kitchen & utensil,old,left,161
stimuli/objects/antenna.jpg,Electronic device & accessory,new,right,162
stimuli/objects/cleaver01.jpg,Kitchen & utensil,old,left,163
stimuli/objects/gravyboat.jpg,Kitchen & utensil,new,right,164
stimuli/objects/filmroll.jpg,Electronic device & accessory,old,left,165
stimuli/objects/walkman.jpg,Electronic device & accessory,old,left,166
stimuli/objects/kitchenscale01a.jpg,Kitchen & utensil,old,left,167
stimuli/objects/saltshaker03a.jpg,Kitchen & utensil,old,left,168
stimuli/objects/satellitedish01.jpg,Electronic device & accessory,new,right,169
stimuli/objects/djmixer02.jpg,Electronic device & accessory,old,left,170
stimuli/objects/adjustablewrench01b.jpg,Hand labour tool & accessory,old,left,171
stimuli/objects/wiicontroller.jpg,Electronic device & accessory,old,left,172
stimuli/objects/thermos.jpg,Kitchen & utensil,new,right,173
stimuli/objects/fuse.jpg,Electronic device & accessory,new,right,174
stimuli/objects/cowbell.jpg,Kitchen & utensil,old,left,175
stimuli/objects/fork03c.jpg,Kitchen & utensil,old,left,176
stimuli/objects/audiocablesplitter.jpg,Electronic device & accessory,old,left,177
stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,178
stimuli/objects/nintendods.jpg,Electronic device & accessory,old,left,179
stimuli/objects/corkscrew03a.jpg,Kitchen & utensil,new,right,180
