images,modal_categ,type,corr_ans,order
stimuli/objects/screwdriver04b.jpg,Hand labour tool & accessory,new,right,91
stimuli/objects/stovetop.jpg,Kitchen & utensil,new,right,92
stimuli/objects/speaker04.jpg,Electronic device & accessory,new,right,93
stimuli/objects/butterdish.jpg,Kitchen & utensil,new,right,94
stimuli/objects/lightswitch01.jpg,Electronic device & accessory,old,left,95
stimuli/objects/cutleryset.jpg,Kitchen & utensil,new,right,96
stimuli/objects/battery02b.jpg,Electronic device & accessory,old,left,97
stimuli/objects/bottlecap.jpg,Kitchen & utensil,old,left,98
stimuli/objects/lamp04a.jpg,Electronic device & accessory,old,left,99
stimuli/objects/funnel.jpg,Kitchen & utensil,old,left,100
stimuli/objects/snowshoe.jpg,Outdoor activity & sport item,old,left,101
stimuli/objects/studiolight.jpg,Electronic device & accessory,new,right,102
stimuli/objects/hourglass.jpg,Kitchen & utensil,new,right,103
stimuli/objects/freezer02.jpg,Kitchen & utensil,old,left,104
stimuli/objects/contactlens.jpg,Kitchen & utensil,new,right,105
stimuli/objects/faxmachine.jpg,Electronic device & accessory,old,left,106
stimuli/objects/pastaspoon.jpg,Kitchen & utensil,old,left,107
stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,108
stimuli/objects/anchor.jpg,Outdoor activity & sport item,new,right,109
stimuli/objects/minifridge.jpg,Kitchen & utensil,old,left,110
stimuli/objects/ramekin01.jpg,Kitchen & utensil,old,left,111
stimuli/objects/martiniglass01b.jpg,Kitchen & utensil,old,left,112
stimuli/objects/fryingpan02a.jpg,Kitchen & utensil,old,left,113
stimuli/objects/blender.jpg,Kitchen & utensil,new,right,114
stimuli/objects/crocodileclips.jpg,Electronic device & accessory,old,left,115
stimuli/objects/aluminiumfoil.jpg,Kitchen & utensil,new,right,116
stimuli/objects/umbrella04.jpg,Outdoor activity & sport item,old,left,117
stimuli/objects/muffintray01.jpg,Kitchen & utensil,old,left,118
stimuli/objects/ladder.jpg,Hand labour tool & accessory,new,right,119
stimuli/objects/beermug01a.jpg,Kitchen & utensil,old,left,120
stimuli/objects/lectern01.jpg,Electronic device & accessory,old,left,121
stimuli/objects/measuringspoon.jpg,Kitchen & utensil,old,left,122
stimuli/objects/canister.jpg,Kitchen & utensil,old,left,123
stimuli/objects/telephone01b.jpg,Electronic device & accessory,old,left,124
stimuli/objects/microwave.jpg,Kitchen & utensil,new,right,125
stimuli/objects/knifesharpener.jpg,Hand labour tool & accessory,old,left,126
stimuli/objects/wateringcan.jpg,Hand labour tool & accessory,old,left,127
