images,modal_categ,type,corr_ans,order
stimuli/objects/ipod.jpg,Electronic device & accessory,old,left,1
stimuli/objects/fork03c.jpg,Kitchen & utensil,old,left,2
stimuli/objects/martiniglass01b.jpg,Kitchen & utensil,old,left,3
stimuli/objects/charcoalbarbecue.jpg,Outdoor activity & sport item,old,left,4
stimuli/objects/fanheater.jpg,Electronic device & accessory,old,left,5
stimuli/objects/tablesaw.jpg,Hand labour tool & accessory,old,left,6
stimuli/objects/stovetop.jpg,Kitchen & utensil,new,right,7
stimuli/objects/expansioncard.jpg,Electronic device & accessory,old,left,8
stimuli/objects/cameracase01a.jpg,Electronic device & accessory,old,left,9
stimuli/objects/aluminiumfoil.jpg,Kitchen & utensil,new,right,10
stimuli/objects/adjustablewrench01b.jpg,Hand labour tool & accessory,old,left,11
stimuli/objects/usbcable01a.jpg,Electronic device & accessory,new,right,12
stimuli/objects/fanblades.jpg,Electronic device & accessory,new,right,13
stimuli/objects/cakeplatter.jpg,Kitchen & utensil,old,left,14
stimuli/objects/pastaspoon.jpg,Kitchen & utensil,old,left,15
stimuli/objects/spicerack.jpg,Kitchen & utensil,old,left,16
stimuli/objects/knifesharpener.jpg,Hand labour tool & accessory,old,left,17
stimuli/objects/ethernetcable02.jpg,Electronic device & accessory,new,right,18
stimuli/objects/soundmixer.jpg,Electronic device & accessory,old,left,19
stimuli/objects/fan.jpg,Electronic device & accessory,new,right,20
stimuli/objects/whisk.jpg,Kitchen & utensil,old,left,21
stimuli/objects/avcable.jpg,Electronic device & accessory,old,left,22
stimuli/objects/outletadapter.jpg,Electronic device & accessory,new,right,23
stimuli/objects/dishrack.jpg,Kitchen & utensil,old,left,24
stimuli/objects/fuse.jpg,Electronic device & accessory,new,right,25
stimuli/objects/faxmachine.jpg,Electronic device & accessory,old,left,26
stimuli/objects/nutcracker01.jpg,Kitchen & utensil,new,right,27
stimuli/objects/surfboard.jpg,Outdoor activity & sport item,old,left,28
stimuli/objects/crocodileclips.jpg,Electronic device & accessory,old,left,29
stimuli/objects/walkietalkie.jpg,Electronic device & accessory,old,left,30
stimuli/objects/cleaver01.jpg,Kitchen & utensil,old,left,31
stimuli/objects/filmnegative.jpg,Electronic device & accessory,old,left,32
stimuli/objects/thermos.jpg,Kitchen & utensil,new,right,33
stimuli/objects/powercable.jpg,Electronic device & accessory,old,left,34
stimuli/objects/knife03.jpg,Kitchen & utensil,old,left,35
stimuli/objects/fryingpan02a.jpg,Kitchen & utensil,old,left,36
stimuli/objects/microphone01.jpg,Electronic device & accessory,new,right,37
stimuli/objects/electricoutlet.jpg,Electronic device & accessory,old,left,38
stimuli/objects/caulking.jpg,Hand labour tool & accessory,old,left,39
stimuli/objects/screwdriver04b.jpg,Hand labour tool & accessory,new,right,40
