images,modal_categ,type,corr_ans,order
stimuli/objects/skipole.jpg,Outdoor activity & sport item,old,left,1
stimuli/objects/backpack01a.jpg,Outdoor activity & sport item,old,left,2
stimuli/objects/basketballhoop01.jpg,Outdoor activity & sport item,old,left,3
stimuli/objects/mug01.jpg,Kitchen & utensil,new,right,4
stimuli/objects/icebucket.jpg,Kitchen & utensil,old,left,5
stimuli/objects/remotecontrol04.jpg,Electronic device & accessory,new,right,6
stimuli/objects/skihelmet01.jpg,Outdoor activity & sport item,new,right,7
stimuli/objects/mallet01b.jpg,Hand labour tool & accessory,old,left,8
stimuli/objects/loppingshears.jpg,Hand labour tool & accessory,old,left,9
stimuli/objects/gymnasticring.jpg,Outdoor activity & sport item,old,left,10
stimuli/objects/cleaver01.jpg,Kitchen & utensil,old,left,11
stimuli/objects/badmintonracket.jpg,Outdoor activity & sport item,old,left,12
stimuli/objects/hockeygoalieglove.jpg,Outdoor activity & sport item,old,left,13
stimuli/objects/bikelock.jpg,Outdoor activity & sport item,old,left,14
stimuli/objects/punchingbag.jpg,Outdoor activity & sport item,new,right,15
stimuli/objects/propanetank01.jpg,Outdoor activity & sport item,old,left,16
stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,17
stimuli/objects/avcable.jpg,Electronic device & accessory,old,left,18
stimuli/objects/wateringcan.jpg,Hand labour tool & accessory,new,right,19
stimuli/objects/gps.jpg,Electronic device & accessory,new,right,20
stimuli/objects/sledgehammer.jpg,Hand labour tool & accessory,old,left,21
stimuli/objects/sewingmachine01a.jpg,Hand labour tool & accessory,new,right,22
stimuli/objects/football.jpg,Outdoor activity & sport item,new,right,23
stimuli/objects/carjack.jpg,Hand labour tool & accessory,old,left,24
stimuli/objects/tennisracket.jpg,Outdoor activity & sport item,old,left,25
stimuli/objects/poolnet.jpg,Outdoor activity & sport item,new,right,26
stimuli/objects/pickaxe02.jpg,Hand labour tool & accessory,old,left,27
stimuli/objects/staplegun.jpg,Hand labour tool & accessory,old,left,28
stimuli/objects/shovel01.jpg,Hand labour tool & accessory,new,right,29
stimuli/objects/anchor.jpg,Outdoor activity & sport item,old,left,30
stimuli/objects/wheel01.jpg,Hand labour tool & accessory,old,left,31
stimuli/objects/sportbag.jpg,Outdoor activity & sport item,old,left,32
stimuli/objects/needlenosepliers01.jpg,Hand labour tool & accessory,new,right,33
stimuli/objects/patioumbrella.jpg,Outdoor activity & sport item,new,right,34
stimuli/objects/skiboot01a.jpg,Outdoor activity & sport item,new,right,35
stimuli/objects/baseball01a.jpg,Outdoor activity & sport item,old,left,36
stimuli/objects/jumpercables.jpg,Hand labour tool & accessory,old,left,37
stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,38
stimuli/objects/nailgun.jpg,Hand labour tool & accessory,old,left,39
stimuli/objects/tennisball01b.jpg,Outdoor activity & sport item,old,left,40
stimuli/objects/caulking.jpg,Hand labour tool & accessory,old,left,41
stimuli/objects/teapot.jpg,Kitchen & utensil,old,left,42
stimuli/objects/swissarmyknife01a.jpg,Hand labour tool & accessory,new,right,43
stimuli/objects/skateboard.jpg,Outdoor activity & sport item,new,right,44
stimuli/objects/handrake01a.jpg,Hand labour tool & accessory,new,right,45
stimuli/objects/lifejacket.jpg,Outdoor activity & sport item,new,right,46
stimuli/objects/gardenshears01a.jpg,Hand labour tool & accessory,old,left,47
stimuli/objects/monitor.jpg,Electronic device & accessory,old,left,48
stimuli/objects/bowl02a.jpg,Kitchen & utensil,old,left,49
stimuli/objects/measuringtape01.jpg,Hand labour tool & accessory,old,left,50
stimuli/objects/kneepad01c.jpg,Outdoor activity & sport item,old,left,51
stimuli/objects/jackhammer.jpg,Hand labour tool & accessory,old,left,52
stimuli/objects/shopvac.jpg,Hand labour tool & accessory,old,left,53
stimuli/objects/cheeseknife01.jpg,Hand labour tool & accessory,old,left,54
stimuli/objects/parachute.jpg,Outdoor activity & sport item,new,right,55
stimuli/objects/skigoggles01.jpg,Outdoor activity & sport item,old,left,56
stimuli/objects/knife03.jpg,Kitchen & utensil,new,right,57
stimuli/objects/umbrella04.jpg,Outdoor activity & sport item,old,left,58
stimuli/objects/hedgeshears.jpg,Hand labour tool & accessory,old,left,59
stimuli/objects/volleyball.jpg,Outdoor activity & sport item,old,left,60
stimuli/objects/adjustablewrench01b.jpg,Hand labour tool & accessory,old,left,61
stimuli/objects/swing.jpg,Outdoor activity & sport item,old,left,62
stimuli/objects/paintbrush01.jpg,Hand labour tool & accessory,new,right,63
stimuli/objects/file.jpg,Hand labour tool & accessory,old,left,64
stimuli/objects/walkman.jpg,Electronic device & accessory,old,left,65
stimuli/objects/flooringstapler.jpg,Hand labour tool & accessory,new,right,66
stimuli/objects/snowboard.jpg,Outdoor activity & sport item,old,left,67
stimuli/objects/pot01.jpg,Kitchen & utensil,old,left,68
stimuli/objects/videocamera01a.jpg,Electronic device & accessory,old,left,69
stimuli/objects/gavel.jpg,Hand labour tool & accessory,old,left,70
stimuli/objects/aircompressor.jpg,Hand labour tool & accessory,new,right,71
stimuli/objects/bikehelmet.jpg,Outdoor activity & sport item,old,left,72
stimuli/objects/cellphone.jpg,Electronic device & accessory,old,left,73
stimuli/objects/magneticcompass.jpg,Outdoor activity & sport item,old,left,74
stimuli/objects/podium.jpg,Outdoor activity & sport item,old,left,75
stimuli/objects/metalscissors.jpg,Hand labour tool & accessory,old,left,76
stimuli/objects/drillbit03a.jpg,Hand labour tool & accessory,old,left,77
stimuli/objects/mitresaw.jpg,Hand labour tool & accessory,old,left,78
stimuli/objects/paintroller01.jpg,Hand labour tool & accessory,new,right,79
stimuli/objects/handgripper.jpg,Outdoor activity & sport item,old,left,80
stimuli/objects/scanner.jpg,Electronic device & accessory,old,left,81
stimuli/objects/spatula03.jpg,Kitchen & utensil,new,right,82
stimuli/objects/cclamp.jpg,Hand labour tool & accessory,old,left,83
stimuli/objects/floodlight.jpg,Hand labour tool & accessory,new,right,84
stimuli/objects/toyhardhat.jpg,Hand labour tool & accessory,new,right,85
stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,86
stimuli/objects/waterbottleholder.jpg,Outdoor activity & sport item,new,right,87
stimuli/objects/basketball01.jpg,Outdoor activity & sport item,new,right,88
stimuli/objects/solderingwire.jpg,Hand labour tool & accessory,old,left,89
stimuli/objects/downhillski.jpg,Outdoor activity & sport item,new,right,90
