character,left_categ,centleft_categ,centright_categ,right_categ,type,corr_ans,condition,corr_ans_num,img
stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,0,Outdoor activity & sport item,1,1,stimuli/objects/kneepad01c.jpg
stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,1,Hand labour tool & accessory,1,1,stimuli/objects/hammer01.jpg
stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,0,Electronic device & accessory,1,3,stimuli/objects/coffeemachine.jpg
stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,0,Electronic device & accessory,1,1,stimuli/objects/alarmsystem.jpg
stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,1,Outdoor activity & sport item,0,2,stimuli/objects/podium.jpg
stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,1,Hand labour tool & accessory,1,3,stimuli/objects/hedgeshears.jpg
stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,1,Outdoor activity & sport item,0,3,stimuli/objects/bikewheel.jpg
stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,Hand labour tool & accessory,1,1,stimuli/objects/stepladder.jpg
stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,1,Outdoor activity & sport item,0,4,stimuli/objects/toyhockeystick01.jpg
stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,1,Outdoor activity & sport item,0,3,stimuli/objects/snowboard.jpg
stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,1,Hand labour tool & accessory,1,1,stimuli/objects/caulking.jpg
stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,1,Outdoor activity & sport item,0,2,stimuli/objects/exercisebike.jpg
stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,1,Hand labour tool & accessory,1,1,stimuli/objects/pliers02b.jpg
stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,0,Kitchen & utensil,0,4,stimuli/objects/bowl02a.jpg
