"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
6,NA,"[""l""]",1,"[1.757700000002984]","bless","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0427000000029807]","nature","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.04849999999999]","carefree","l",0,"NoHit"
6,NA,"[""d""]",1,"[0.9992999999970209]","nature","d",1,"Hit"
6,NA,"[""l""]",1,"[0.9696000000014919]","easygoing","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.1938999999985356]","pillow","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.004199999995535]","easygoing","d",1,"Hit"
6,NA,"[""l""]",1,"[1.038499999999999]","gentle","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8722999999970114]","square","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.0660000000000025]","gentle","d",1,"Hit"
6,NA,"[""l""]",1,"[1.5312000000029684]","carefree","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.4763999999985344]","tool","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.9606000000014774]","bored","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.0422999999969988]","tool","d",1,"Hit"
6,NA,"[""l""]",1,"[1.2240999999940243]","home","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.2052999999970382]","immature","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.0513999999984946]","home","d",1,"Hit"
6,NA,"[""l""]",1,"[1.0269999999999868]","fault","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.1890000000000214]","pillow","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.9906000000014785]","violin","l",0,"NoHit"
6,NA,"[""l""]",0,"[1.143799999997043]","violin","d",1,"Hit"
6,NA,"[""l""]",1,"[1.024499999999989]","tense","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0868999999985078]","confident","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0364000000059548]","bomb","l",0,"NoHit"
6,NA,"[""l""]",0,"[1.1677000000029807]","confident","d",1,"Hit"
6,NA,"[""l""]",1,"[1.099899999998513]","butterfly","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.2553000000044676]","cheer","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.4124999999999943]","street","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.3673999999984972]","cheer","d",1,"Hit"
6,NA,"[""l""]",1,"[1.4493999999984908]","taxi","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.171299999997018]","adventure","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8906000000014842]","crutch","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.1183999999985303]","adventure","d",1,"Hit"
6,NA,"[""l""]",1,"[1.0242000000029918]","vest","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.3836000000014792]","taxi","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0529000000059625]","brave","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.1888999999985117]","square","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.0567999999970255]","brave","d",1,"Hit"
6,NA,"[""l""]",1,"[0.8626000000014926]","unhappy","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.9018999999985056]","deformed","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8603000000044574]","rifle","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.0723999999985097]","deformed","d",1,"Hit"
6,NA,"[""l""]",1,"[1.2408000000044694]","tense","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.7894000000059691]","inferior","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8316000000014867]","exercise","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.9932999999970207]","inferior","d",1,"Hit"
6,NA,"[""l""]",1,"[1.0035000000000025]","crutch","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.001499999999993]","obesity","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8402000000029943]","bless","l",0,"NoHit"
6,NA,"[""d""]",1,"[0.8697000000029789]","obesity","d",1,"Hit"
6,NA,"[""l""]",1,"[0.9333000000044649]","pistol","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0743999999984908]","bored","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.7609999999999957]","pity","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.7926000000014994]","politeness","l",0,"NoHit"
6,NA,"[""d""]",1,"[3.9023999999984937]","pity","d",1,"Hit"
6,NA,"[""l""]",1,"[1.1529999999999916]","beautiful","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0495999999940295]","street","l",0,"NoHit"
6,NA,"[""d""]",1,"[0.9291000000015117]","beautiful","d",1,"Hit"
6,NA,"[""l""]",1,"[1.006799999997014]","aroused","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.2794999999999845]","demon","l",0,"NoHit"
6,NA,"[""d""]",1,"[0.9691999999955385]","aroused","d",1,"Hit"
6,NA,"[""l""]",1,"[1.166100000001478]","cash","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.9453999999985285]","immature","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.140299999997012]","cheer","l",0,"NoHit"
6,NA,"[""l""]",0,"[1.1518999999984771]","cheer","d",1,"Hit"
6,NA,"[""l""]",1,"[0.8822000000029959]","controlling","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.879600000001517]","messy","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.9810999999940009]","cliff","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.8721000000015238]","butterfly","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.8817999999970425]","cliff","d",1,"Hit"
6,NA,"[""l""]",1,"[0.9680999999940241]","erotic","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.01309999999404]","vest","l",0,"NoHit"
6,NA,"[""l""]",1,"[1.0045000000000073]","dazzle","l",0,"NoHit"
6,NA,"[""l""]",1,"[0.9688999999984844]","disloyal","l",0,"NoHit"
6,NA,"[""d""]",1,"[1.2280000000000086]","dazzle","d",1,"Hit"
