"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
13,917868,"[""d""]",0,"[6.427100000001474]","bless","l",0,"NoHit"
13,917868,"[""l""]",1,"[3.2689000000022475]","nature","l",0,"NoHit"
13,917868,"[""l""]",1,"[2.1548000000007335]","carefree","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.794699999999267]","nature","d",1,"Hit"
13,917868,"[""l""]",1,"[3.3193999999984953]","easygoing","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.6504000000022359]","pillow","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.368300000000744]","easygoing","d",1,"Hit"
13,917868,"[""l""]",1,"[1.4448000000007255]","gentle","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.3050000000000068]","square","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.0871999999992283]","gentle","d",1,"Hit"
13,917868,"[""l""]",1,"[2.627600000001479]","carefree","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.1363999999985026]","tool","l",0,"NoHit"
13,917868,"[""l""]",1,"[2.008900000002228]","bored","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.0330999999977735]","tool","d",1,"Hit"
13,917868,"[""l""]",1,"[0.9783999999985156]","home","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.8838000000007469]","immature","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.180499999999995]","home","d",1,"Hit"
13,917868,"[""l""]",1,"[2.2140999999977566]","fault","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.42119999999926]","pillow","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.3736000000014883]","violin","l",0,"NoHit"
13,917868,"[""l""]",0,"[1.5883000000007428]","violin","d",1,"Hit"
13,917868,"[""l""]",1,"[1.2949999999999875]","tense","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.2371999999992624]","confident","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.0878000000007546]","bomb","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.12919999999923]","confident","d",1,"Hit"
13,917868,"[""l""]",1,"[1.3441999999992333]","butterfly","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.3083999999984997]","cheer","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.229599999997788]","street","l",0,"NoHit"
13,917868,"[""d""]",1,"[2.052500000000009]","cheer","d",1,"Hit"
13,917868,"[""l""]",1,"[1.0618000000007726]","taxi","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.1516000000014799]","adventure","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.0366999999992572]","crutch","l",0,"NoHit"
13,917868,"[""l""]",0,"[1.2745000000000175]","adventure","d",1,"Hit"
13,917868,"[""l""]",1,"[1.5242000000029918]","vest","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.8024999999999807]","taxi","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.5963999999985106]","brave","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.0168000000007567]","square","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.1513999999985174]","brave","d",1,"Hit"
13,917868,"[""l""]",1,"[1.1114999999999782]","unhappy","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.2208000000007644]","deformed","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.3506999999992502]","rifle","l",0,"NoHit"
13,917868,"[""d""]",1,"[1.126499999999993]","deformed","d",1,"Hit"
13,917868,"[""l""]",1,"[1.7175999999977591]","tense","l",0,"NoHit"
13,917868,"[""l""]",1,"[1.4183000000007269]","inferior","l",0,"NoHit"
