illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",0,[18.926700000047674],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",0,[2.0962000000476735],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.8746999999284526],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.5078000000715122],0,3,3,3,1,nature,d,1,Hit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.4327999999523229],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.074100000023833],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[2.6776000000238582],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,30,570780,2022-01-10_15h04.48.474,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.5609000000953586],0,7,7,7,1,gentle,l,0,NoHit
