instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,6.5843,3,11.2819,0,0,0,39,1,stimuli/objects/screwdriver04b.jpg,Hand labour tool & accessory,new,right,40,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4158,3,1.6527,0,1,1,20,1,stimuli/objects/whisk.jpg,Kitchen & utensil,old,left,21,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.3887,3,1.2792,0,2,2,55,1,stimuli/objects/fonduefork01.jpg,Kitchen & utensil,old,left,56,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3885,3,1.2156,0,3,3,40,1,stimuli/objects/beermug01a.jpg,Kitchen & utensil,old,left,41,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.113,4,0.8564,0,4,4,31,1,stimuli/objects/filmnegative.jpg,Electronic device & accessory,old,left,32,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2587,3,0.5067,0,5,5,60,1,stimuli/objects/payphone.jpg,Electronic device & accessory,old,left,61,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.5306,4,1.1924,0,6,6,51,1,stimuli/objects/photocopier.jpg,Electronic device & accessory,old,left,52,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9698,3,1.5233,0,7,7,80,1,stimuli/objects/ladder.jpg,Hand labour tool & accessory,new,right,81,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.1973,2,0.8609,0,8,8,82,1,stimuli/objects/hockeygoaliepad.jpg,Outdoor activity & sport item,new,right,83,,,,,,,,
,,,,,,,,19,,2022-01-13_21h15.27.820,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2002,4,0.4202,0,9,9,8,1,stimuli/objects/cameracase01a.jpg,Electronic device & accessory,old,left,9,,,,,,,,
