instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.2689,3,1.9546,0,0,0,42,1,stimuli/objects/microwave.jpg,Kitchen & utensil,new,right,43,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2306,4,0.5611,0,1,1,52,1,stimuli/objects/coffeemaker.jpg,Kitchen & utensil,old,left,53,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,5.3762,3,0.4456,0,2,2,25,1,stimuli/objects/faxmachine.jpg,Electronic device & accessory,old,left,26,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,5.6616,2,6.1424,0,3,3,29,1,stimuli/objects/walkietalkie.jpg,Electronic device & accessory,old,left,30,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9839,4,0.3013,0,4,4,31,1,stimuli/objects/filmnegative.jpg,Electronic device & accessory,old,left,32,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.6137,2,0.5645,0,5,5,84,1,stimuli/objects/podium.jpg,Outdoor activity & sport item,old,left,85,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.999,4,0.2875,0,6,6,8,1,stimuli/objects/cameracase01a.jpg,Electronic device & accessory,old,left,9,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4316,4,0.2763,0,7,7,16,1,stimuli/objects/knifesharpener.jpg,Hand labour tool & accessory,old,left,17,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3969,1,0.5927,0,8,8,48,1,stimuli/objects/toasteroven.jpg,Kitchen & utensil,old,left,49,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.901,4,0.3371,0,9,9,2,1,stimuli/objects/martiniglass01b.jpg,Kitchen & utensil,old,left,3,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.5903,1,0.2838,0,10,10,82,1,stimuli/objects/hockeygoaliepad.jpg,Outdoor activity & sport item,new,right,83,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.7768,4,0.3387,0,11,11,63,1,stimuli/objects/peppermill02b.jpg,Kitchen & utensil,old,left,64,,,,,,,,
,,,,,,,,31,,2022-01-10_20h07.47.592,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2569,1,0.2759,0,12,12,26,1,stimuli/objects/nutcracker01.jpg,Kitchen & utensil,new,right,27,,,,,,,,
