illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,,,,,,,,,,,,
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.757700000002984],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0427000000029807],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.04849999999999],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[0.9992999999970209],0,3,3,3,1,nature,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.9696000000014919],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.1938999999985356],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.004199999995535],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.038499999999999],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.8722999999970114],0,8,8,8,1,square,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.0660000000000025],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.5312000000029684],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.4763999999985344],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.9606000000014774],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.0422999999969988],0,13,13,13,1,tool,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.2240999999940243],0,14,14,14,1,home,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.2052999999970382],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.0513999999984946],0,16,16,16,1,home,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0269999999999868],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.1890000000000214],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.9906000000014785],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",0,[1.143799999997043],0,20,20,20,1,violin,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.024499999999989],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0868999999985078],0,22,22,22,1,confident,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0364000000059548],0,23,23,23,1,bomb,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",0,[1.1677000000029807],0,24,24,24,1,confident,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.099899999998513],0,25,25,25,1,butterfly,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.2553000000044676],0,26,26,26,1,cheer,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.4124999999999943],0,27,27,27,1,street,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.3673999999984972],0,28,28,28,1,cheer,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.4493999999984908],0,29,29,29,1,taxi,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.171299999997018],0,30,30,30,1,adventure,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.8906000000014842],0,31,31,31,1,crutch,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.1183999999985303],0,32,32,32,1,adventure,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0242000000029918],0,33,33,33,1,vest,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.3836000000014792],0,34,34,34,1,taxi,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.0529000000059625],0,35,35,35,1,brave,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.1888999999985117],0,36,36,36,1,square,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""d""]",1,[1.0567999999970255],0,37,37,37,1,brave,d,1,Hit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.8626000000014926],0,38,38,38,1,unhappy,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[1.9018999999985056],0,39,39,39,1,deformed,l,0,NoHit
,,,,,,,6,,2021-12-30_11h38.55.522,MemLear_ses-01_part-02_label-nBack,2020.1.3,MacIntel,60,"[""l""]",1,[0.8603000000044574],0,40,40,40,1,rifle,l,0,NoHit
