instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,1.5671,4,7.2571,0,0,0,81,1,stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,82,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,1.2074,4,1.1464,0,1,1,14,1,stimuli/objects/pastaspoon.jpg,Kitchen & utensil,old,left,15,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.8555,4,0.639,0,2,2,59,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,60,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.8452,4,0.5557,0,3,3,69,1,stimuli/objects/scanner.jpg,Electronic device & accessory,old,left,70,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.8456,4,0.3308,0,4,4,77,1,stimuli/objects/alarmclock01.jpg,Electronic device & accessory,new,right,78,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.7753,4,0.3827,0,5,5,30,1,stimuli/objects/cleaver01.jpg,Kitchen & utensil,old,left,31,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.6274,4,0.3653,0,6,6,6,1,stimuli/objects/stovetop.jpg,Kitchen & utensil,new,right,7,,,,,,,,
,,,,,,,,7,,2022-01-07_17h39.20.686,MemLear_ses-01_part-02_label-phase2,2020.1.3,MacIntel,60,right,0.7803,4,0.3395,0,7,7,5,1,stimuli/objects/tablesaw.jpg,Hand labour tool & accessory,old,left,6,,,,,,,,
