illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[5.124800000071531],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[3.3245000000000005],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.7268000000715347],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9379000000953681],0,3,3,3,1,nature,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2871000000238553],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1002000000476926],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9106999999284824],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2833999999761545],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1718000000715278],0,8,8,8,1,square,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9896000000238416],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.3135000000000048],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.9466000000238353],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2357000000476717],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.3190000000000168],0,13,13,13,1,tool,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3068999999761672],0,14,14,14,1,home,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3360000000000127],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.1741000000238273],0,16,16,16,1,home,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.965899999976159],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2911999999284944],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.154599999904633],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.3046000000238394],0,20,20,20,1,violin,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2123999999761566],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.5064999999999884],0,22,22,22,1,confident,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1086000000238414],0,23,23,23,1,bomb,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[2.2271000000238246],0,24,24,24,1,confident,d,1,Hit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9782999999522985],0,25,25,25,1,butterfly,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.483000000000004],0,26,26,26,1,cheer,l,0,NoHit
,,,,,,,29,,2022-01-07_12h52.38.782,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3683000000715424],0,27,27,27,1,street,l,0,NoHit
