instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.5937,2,1.5135,0,0,0,80,1,stimuli/objects/icecubetray01a.jpg,Kitchen & utensil,new,right,81,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0672,3,0.4977,0,1,1,73,1,stimuli/objects/oven.jpg,Kitchen & utensil,old,left,74,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1177,4,0.3355,0,2,2,34,1,stimuli/objects/charcoalbarbecue.jpg,Outdoor activity & sport item,old,left,35,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9171,4,0.2861,0,3,3,79,1,stimuli/objects/golfbag.jpg,Outdoor activity & sport item,old,left,80,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7952,3,0.3174,0,4,4,31,1,stimuli/objects/waterbottle03.jpg,Kitchen & utensil,old,left,32,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.8134,1,0.878,0,5,5,33,1,stimuli/objects/footballhelmet.jpg,Outdoor activity & sport item,new,right,34,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.6444,3,0.373,0,6,6,20,1,stimuli/objects/bottleopener01.jpg,Kitchen & utensil,new,right,21,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.5151,3,0.5306,0,7,7,37,1,stimuli/objects/megaphone.jpg,Electronic device & accessory,new,right,38,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.6006,4,0.3703,0,8,8,4,1,stimuli/objects/peeler01.jpg,Kitchen & utensil,old,left,5,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.996,4,0.5943,0,9,9,82,1,stimuli/objects/pitcher02b.jpg,Kitchen & utensil,old,left,83,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.5804,3,0.3407,0,10,10,21,1,stimuli/objects/ipod.jpg,Electronic device & accessory,old,left,22,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7681,4,0.315,0,11,11,54,1,stimuli/objects/painttray.jpg,Hand labour tool & accessory,old,left,55,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0039,4,0.1369,0,12,12,52,1,stimuli/objects/swissarmyknife01a.jpg,Hand labour tool & accessory,old,left,53,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1116,2,0.3434,0,13,13,59,1,stimuli/objects/wheelbarrow01.jpg,Hand labour tool & accessory,new,right,60,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.493,3,0.6523,0,14,14,16,1,stimuli/objects/mitresaw.jpg,Hand labour tool & accessory,new,right,17,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6621,4,0.3356,0,15,15,71,1,stimuli/objects/scanner.jpg,Electronic device & accessory,old,left,72,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9685,2,1.4409,0,16,16,22,1,stimuli/objects/jug.jpg,Kitchen & utensil,new,right,23,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4299,4,0.4507,0,17,17,76,1,stimuli/objects/taperecorder.jpg,Electronic device & accessory,old,left,77,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3415,2,0.7318,0,18,18,84,1,stimuli/objects/cookingpot.jpg,Kitchen & utensil,old,left,85,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6158,4,0.3864,0,19,19,65,1,stimuli/objects/floppydisk02a.jpg,Electronic device & accessory,new,right,66,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.8445,3,0.91,0,20,20,32,1,stimuli/objects/toasteroven.jpg,Kitchen & utensil,old,left,33,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9854,4,0.2848,0,21,21,0,1,stimuli/objects/spatula03.jpg,Kitchen & utensil,old,left,1,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0516,3,0.3869,0,22,22,6,1,stimuli/objects/coffeepot03a.jpg,Kitchen & utensil,old,left,7,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.087,3,0.5896,0,23,23,24,1,stimuli/objects/hockeypuck.jpg,Outdoor activity & sport item,new,right,25,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1719,4,0.3338,0,24,24,69,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,70,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1001,2,0.315,0,25,25,87,1,stimuli/objects/smokedetector02.jpg,Electronic device & accessory,new,right,88,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7334,3,0.4557,0,26,26,53,1,stimuli/objects/wafflemaker.jpg,Kitchen & utensil,new,right,54,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3758,4,0.2597,0,27,27,66,1,stimuli/objects/chocolatefonduedish.jpg,Kitchen & utensil,old,left,67,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4278,4,0.1307,0,28,28,13,1,stimuli/objects/gps.jpg,Electronic device & accessory,old,left,14,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0189,3,0.1196,0,29,29,70,1,stimuli/objects/solderingiron.jpg,Hand labour tool & accessory,new,right,71,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.2464,3,0.0825,0,30,30,62,1,stimuli/objects/cakeplatter.jpg,Kitchen & utensil,old,left,63,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.5433,4,0.1114,0,31,31,64,1,stimuli/objects/usbcable01a.jpg,Electronic device & accessory,new,right,65,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9925,2,0.1819,0,32,32,9,1,stimuli/objects/pot01.jpg,Kitchen & utensil,old,left,10,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.8502,3,0.3321,0,33,33,3,1,stimuli/objects/cork02.jpg,Kitchen & utensil,new,right,4,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.1824,3,0.4883,0,34,34,48,1,stimuli/objects/spotlight.jpg,Electronic device & accessory,old,left,49,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.84,4,0.1613,0,35,35,81,1,stimuli/objects/outletadapter.jpg,Electronic device & accessory,new,right,82,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4419,1,0.1225,0,36,36,36,1,stimuli/objects/breadknife.jpg,Kitchen & utensil,old,left,37,,,,,,,,
,,,,,,,,18,//,2022-01-09_23h25.27.520,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.0213,4,0.0823,0,37,37,89,1,stimuli/objects/garlicpress02a.jpg,Kitchen & utensil,new,right,90,,,,,,,,
