myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,instruction_loop.ran,slides,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,rep_resp.keys,rep_resp.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,task_response.keys,task_response.corr,task_response.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,condition
[],[],10,10,space,6.5017,space,2.972,0,0,0,0,1,stimuli/slide1.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1.0817,0,1,1,1,1,stimuli/slide2.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.4136,0,2,2,2,1,stimuli/slide3.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.3656,0,3,3,3,1,stimuli/slide4.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.3518,0,4,4,4,1,stimuli/slide5.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.6503,0,5,5,5,1,stimuli/slide6.png,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,[],,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,space,2.8726,1,1,1.8702,1,0,0,0,0,1,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,,,,,,,,,,,
0,[1],,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,2,0,0.9288,1,0,1,1,1,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,,,,,,,,,,,
1,[1],,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,1,1.4835,1,0,2,2,2,1,stimuli/m_blue.jpg,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,0,Food,4,0,stimuli/objects/cracker02.jpg,,,,,,,,,,,,,,,,
0,[1],,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,0,2.5209,0,0,3,3,3,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/hotdog.jpg,,,,,,,,,,,,,,,,
0,"[1,0]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,0,2.5864,0,0,4,4,4,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Vehicle.png,1,Food,3,1,stimuli/objects/kiwi03.jpg,,,,,,,,,,,,,,,,
0,"[1,0,0]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,0,1.938,0,0,5,5,5,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Food,3,1,stimuli/objects/greenolive.jpg,,,,,,,,,,,,,,,,
0,"[1,0,0,0]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,0,1.4511,0,0,6,6,6,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,Gamestoy & entertainment,4,1,stimuli/objects/paperairplane.jpg,,,,,,,,,,,,,,,,
0,"[1,0,0,0,0]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,0,3.164,0,0,7,7,7,1,stimuli/m_blue.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Gamestoy & entertainment,2,1,stimuli/objects/toyanimal02.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,1,1.2214,1,0,8,8,8,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/casabamelon.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,1,1.1131,1,0,9,9,9,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Food.png,1,Gamestoy & entertainment,1,1,stimuli/objects/paddleball.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,1,1.1919,1,0,10,10,10,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Food.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,1,1,stimuli/objects/rockinghorse.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,2,1,2.2461,1,0,11,11,11,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,1,Food,2,1,stimuli/objects/arugula.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,1,1.6545,1,0,12,12,12,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,3,1,stimuli/objects/dartboard.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1,1,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,1,1.1611,1,0,13,13,13,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/chickenshishkebab.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1,1,1,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,1,0.9683,1,0,14,14,14,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Vehicle.png,1,Food,3,1,stimuli/objects/relish.jpg,,,,,,,,,,,,,,,,
1,"[1,0,0,0,0,0,1,1,1,1,1,1,1]",,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,2,1,1.9184,1,0,15,15,15,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,2,1,stimuli/objects/toyanimal01.jpg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,n,4.2529,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,2,1,stimuli/objects/gymnasticring.jpg,,,,,,,,2,1,1.0844,0,0,0,0,1,1
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Outdoor activity & sport item,1,1,stimuli/objects/exercisebench.jpg,,,,,,,,1,1,0.9326,0,1,1,1,1,1
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Hand labour tool & accessory,3,1,stimuli/objects/jumpercables.jpg,,,,,,,,2,0,1.7688,0,2,2,2,1,0
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Hand labour tool & accessory,2,1,stimuli/objects/pipewrench.jpg,,,,,,,,3,0,1.8065,0,3,3,3,1,0
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Hand labour tool & accessory,2,1,stimuli/objects/tape02a.jpg,,,,,,,,1,0,1.5266,0,4,4,4,1,0
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,3,1,stimuli/objects/swing.jpg,,,,,,,,3,1,1.2203,0,5,5,5,1,1
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,0,stimuli/objects/tray.jpg,,,,,,,,4,0,1.9545,0,6,6,6,1,1
,,,,,,,,,,,,,,32,,2022-01-18_19h16.46.902,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,,Hand labour tool & accessory,1,1,stimuli/objects/wirestripper.jpg,,,,,,,,4,0,1.6206,0,7,7,7,1,0
