instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.8202,4,0.2087,0,0,0,2,1,stimuli/objects/basketballhoop01.jpg,Outdoor activity & sport item,old,left,3,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2903,4,1.1192,0,1,1,16,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,17,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.521,2,0.299,0,2,2,86,1,stimuli/objects/waterbottleholder.jpg,Outdoor activity & sport item,new,right,87,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7674,4,0.0901,0,3,3,37,1,stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,38,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2367,4,0.0176,0,4,4,20,1,stimuli/objects/sledgehammer.jpg,Hand labour tool & accessory,old,left,21,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.0037,2,0.3287,0,5,5,34,1,stimuli/objects/skiboot01a.jpg,Outdoor activity & sport item,new,right,35,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9254,4,0.3573,0,6,6,28,1,stimuli/objects/shovel01.jpg,Hand labour tool & accessory,new,right,29,,,,,,,,
,,,,,,,,4,611976,2021-12-27_15h41.26.986,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8185,4,0.7389,0,7,7,79,1,stimuli/objects/handgripper.jpg,Outdoor activity & sport item,old,left,80,,,,,,,,
