"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
24,NA,"[""d""]",0,"[1.0993000000119224]","bless","l",0,"NoHit"
24,NA,"[""d""]",0,"[10.650199999988079]","nature","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.3455000000000013]","carefree","l",0,"NoHit"
24,NA,"[""d""]",1,"[2.7674999999999983]","nature","d",1,"Hit"
24,NA,"[""l""]",1,"[1.5058000000119236]","easygoing","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.3329999999999984]","pillow","l",0,"NoHit"
24,NA,"[""d""]",1,"[1.304099999994044]","easygoing","d",1,"Hit"
24,NA,"[""l""]",1,"[1.837899999976159]","gentle","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.9710999999940455]","square","l",0,"NoHit"
24,NA,"[""d""]",1,"[1.0839000000059613]","gentle","d",1,"Hit"
24,NA,"[""d""]",0,"[1.691400000005956]","carefree","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.5244000000059543]","tool","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.1512999999821147]","bored","l",0,"NoHit"
24,NA,"[""d""]",1,"[1.1599000000059618]","tool","d",1,"Hit"
24,NA,"[""l""]",1,"[2.2271999999880734]","home","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.976699999988078]","immature","l",0,"NoHit"
24,NA,"[""l""]",0,"[0.8175999999940444]","home","d",1,"Hit"
24,NA,"[""l""]",1,"[0.8054000000059602]","fault","l",0,"NoHit"
24,NA,"[""l""]",1,"[0.7283000000119202]","pillow","l",0,"NoHit"
24,NA,"[""l""]",1,"[0.7213000000119223]","violin","l",0,"NoHit"
24,NA,"[""l""]",0,"[1.0294999999999987]","violin","d",1,"Hit"
24,NA,"[""l""]",1,"[0.7511999999880743]","tense","l",0,"NoHit"
24,NA,"[""l""]",1,"[0.6863000000119186]","confident","l",0,"NoHit"
24,NA,"[""l""]",1,"[1.3768000000119258]","bomb","l",0,"NoHit"
24,NA,"[""d""]",1,"[1.2258000000119225]","confident","d",1,"Hit"
24,NA,"[""l""]",1,"[1.0196999999880845]","butterfly","l",0,"NoHit"
24,NA,"[""l""]",1,"[0.9578999999761493]","cheer","l",0,"NoHit"
24,NA,"[""l""]",1,"[0.8453000000119246]","street","l",0,"NoHit"
24,NA,"[""d""]",1,"[1.533200000017871]","cheer","d",1,"Hit"
24,NA,"[""l""]",1,"[1.4945999999940511]","taxi","l",0,"NoHit"
