instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.8106,1,1.9535,0,0,0,72,1,stimuli/objects/coffeemaker.jpg,Kitchen & utensil,old,left,73,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.6853,4,1.2365,0,1,1,15,1,stimuli/objects/hockeygoaliemask.jpg,Outdoor activity & sport item,new,right,16,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9509,1,0.083,0,2,2,59,1,stimuli/objects/wheelbarrow01.jpg,Hand labour tool & accessory,new,right,60,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4268,4,0.7173,0,3,3,55,1,stimuli/objects/expansioncard.jpg,Electronic device & accessory,old,left,56,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3642,4,0.4412,0,4,4,69,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,70,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7224,4,0.0679,0,5,5,26,1,stimuli/objects/remotecontrol04.jpg,Electronic device & accessory,old,left,27,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.7796,2,2.7239,0,6,6,21,1,stimuli/objects/ipod.jpg,Electronic device & accessory,old,left,22,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.1575,1,0.7575,0,7,7,39,1,stimuli/objects/phonejack.jpg,Electronic device & accessory,old,left,40,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.1876,1,0.3217,0,8,8,31,1,stimuli/objects/waterbottle03.jpg,Kitchen & utensil,old,left,32,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.9764,1,0.2315,0,9,9,53,1,stimuli/objects/wafflemaker.jpg,Kitchen & utensil,new,right,54,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.7186,1,0.2633,0,10,10,49,1,stimuli/objects/cashregister01.jpg,Electronic device & accessory,old,left,50,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.9197,3,1.1786,0,11,11,24,1,stimuli/objects/hockeypuck.jpg,Outdoor activity & sport item,new,right,25,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4717,4,0.3958,0,12,12,62,1,stimuli/objects/cakeplatter.jpg,Kitchen & utensil,old,left,63,,,,,,,,
,,,,,,,,2,473878,2021-12-23_13h03.38.503,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1249,4,0.0007,0,13,13,77,1,stimuli/objects/snowshovel.jpg,Hand labour tool & accessory,old,left,78,,,,,,,,
