instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.685,2,2.8582,0,0,0,66,1,stimuli/objects/martiniglass01b.jpg,old,left,67,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.0651,4,1.6895,0,1,1,73,1,stimuli/objects/oven.jpg,old,left,74,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.9192,2,1.8033,0,2,2,7,1,stimuli/objects/walkietalkie.jpg,old,left,8,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,4.9228,2,2.0766,0,3,3,88,1,stimuli/objects/computerkeyboard02.jpg,old,left,89,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.7846,2,1.501,0,4,4,19,1,stimuli/objects/usbkey.jpg,old,left,20,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3837,4,1.2108,0,5,5,43,1,stimuli/objects/grill.jpg,old,left,44,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4752,4,0.0515,0,6,6,5,1,stimuli/objects/extensioncord.jpg,old,left,6,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.6826,2,1.7136,0,7,7,60,1,stimuli/objects/wire.jpg,new,right,61,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2885,3,1.9869,0,8,8,30,1,stimuli/objects/wiicontroller.jpg,old,left,31,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.1764,2,1.5532,0,9,9,18,1,stimuli/objects/tablesaw.jpg,old,left,19,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4694,2,1.1769,0,10,10,39,1,stimuli/objects/hockeygoaliemask.jpg,new,right,40,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.559,4,1.4936,0,11,11,14,1,stimuli/objects/whisk.jpg,old,left,15,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.5892,3,1.5567,0,12,12,79,1,stimuli/objects/servingspoon01.jpg,old,left,80,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.174,3,3.6465,0,13,13,34,1,stimuli/objects/freezer02.jpg,old,left,35,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.0151,3,2.0696,0,14,14,36,1,stimuli/objects/filmnegative.jpg,old,left,37,,,,,,,,
,,,,,,,,12,,2021-12-17_18h41.31.238,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.8436,3,1.5176,0,15,15,49,1,stimuli/objects/battery02b.jpg,old,left,50,,,,,,,,
