instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,7.335920037003234,None,7.335920037003234,None,,,,,,,
