illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,word,CORRanswer,trialtype,Hit_NoHit,text_2.started,text_2.stopped,nBack_task_pres.started,nBack_task_pres.stopped,blank.started,blank.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.692730092996499,None,16.322704812017037,17.82310867801425,17.807241305999923,18.011027991015,None,0,"[0.447213165985886, 0.9147752489952836, 1.1151819359802175]",0.012070506083546206,None,,,,,,,
