instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4737,4,0.2318,0,70,70,72,1,stimuli/objects/securitycamera.jpg,old,left,73,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9033,3,0.8108,0,71,71,84,1,stimuli/objects/screwdriver04b.jpg,new,right,85,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.1655,2,1.6255,0,72,72,47,1,stimuli/objects/chandelier.jpg,old,left,48,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.9061,4,0.3147,0,73,73,7,1,stimuli/objects/walkietalkie.jpg,old,left,8,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9714,4,0.2151,0,74,74,24,1,stimuli/objects/funnel.jpg,old,left,25,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.5126,4,0.4773,0,75,75,17,1,stimuli/objects/carlighter02.jpg,old,left,18,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.9719,3,0.7214,0,76,76,57,1,stimuli/objects/umbrella04.jpg,old,left,58,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2974,3,1.9923,0,77,77,21,1,stimuli/objects/speaker04.jpg,new,right,22,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6105,3,0.5073,0,78,78,68,1,stimuli/objects/scanner.jpg,old,left,69,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.0551,4,0.4846,0,79,79,10,1,stimuli/objects/espressomachine.jpg,new,right,11,,,,,,,,
