instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,36.7203,4,1.7552,0,0,0,19,1,stimuli/objects/alarmsystem.jpg,Electronic device & accessory,old,left,20,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8484,4,0.7288,0,1,1,55,1,stimuli/objects/expansioncard.jpg,Electronic device & accessory,old,left,56,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.7245,4,0.5446,0,2,2,88,1,stimuli/objects/fonduefork01.jpg,Kitchen & utensil,old,left,89,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,9.5162,2,1.7684,0,3,3,5,1,stimuli/objects/dvdcase01.jpg,Electronic device & accessory,new,right,6,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.0349,4,1.7246,0,4,4,41,1,stimuli/objects/electricoutlet.jpg,Electronic device & accessory,old,left,42,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.6687,3,1.885,0,5,5,20,1,stimuli/objects/bottleopener01.jpg,Kitchen & utensil,new,right,21,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8726,4,1.0872,0,6,6,1,1,stimuli/objects/walkietalkie.jpg,Electronic device & accessory,old,left,2,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,4.1924,2,2.0742,0,7,7,65,1,stimuli/objects/floppydisk02a.jpg,Electronic device & accessory,new,right,66,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9417,2,0.4648,0,8,8,45,1,stimuli/objects/cameracase01a.jpg,Electronic device & accessory,old,left,46,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.7245,4,0.8459,0,9,9,26,1,stimuli/objects/remotecontrol04.jpg,Electronic device & accessory,old,left,27,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8301,4,0.5657,0,10,10,68,1,stimuli/objects/icepack.jpg,Kitchen & utensil,old,left,69,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.079,4,0.1789,0,11,11,57,1,stimuli/objects/icebucket.jpg,Kitchen & utensil,old,left,58,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.5793,3,0.3936,0,12,12,9,1,stimuli/objects/pot01.jpg,Kitchen & utensil,old,left,10,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0557,4,0.1589,0,13,13,83,1,stimuli/objects/strainer01b.jpg,Kitchen & utensil,new,right,84,,,,,,,,
,,,,,,,,26, 378308,2022-01-11_16h54.59.498,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.7527,4,0.3651,0,14,14,72,1,stimuli/objects/coffeemaker.jpg,Kitchen & utensil,old,left,73,,,,,,,,
