myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,instruction_loop.ran,slides,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,rep_resp.keys,rep_resp.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,task_response.keys,task_response.corr,task_response.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,condition
[],[],10,10,space,19.299,space,4.068,0,0,0,0,1,stimuli/slide1.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,13.451,0,1,1,1,1,stimuli/slide2.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,20.011,0,2,2,2,1,stimuli/slide3.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,12.094,0,3,3,3,1,stimuli/slide4.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,5.918,0,4,4,4,1,stimuli/slide5.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,6.701,0,5,5,5,1,stimuli/slide6.png,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,space,11.537,2,0,1.535,0,0,0,0,0,1,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,,,,,,,,,,,
0,[0],,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,3,0,2.085,0,0,1,1,1,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,,,,,,,,,,,
0,[0],,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,0,0.677,0,0,2,2,2,1,stimuli/m_blue.jpg,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,0,Food,4,0,stimuli/objects/cracker02.jpg,,,,,,,,,,,,,,,,
1,[0],,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,4,1,0.558,1,0,3,3,3,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/hotdog.jpg,,,,,,,,,,,,,,,,
0,"[0,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,1,0,2.098,0,0,4,4,4,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Vehicle.png,1,Food,3,1,stimuli/objects/kiwi03.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,3,1,2.488,1,0,5,5,5,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Food,3,1,stimuli/objects/greenolive.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,0,1.206,0,0,6,6,6,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,Gamestoy & entertainment,4,1,stimuli/objects/paperairplane.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,1,0,1.478,0,0,7,7,7,1,stimuli/m_blue.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Gamestoy & entertainment,2,1,stimuli/objects/toyanimal02.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,4,1,1.957,1,0,8,8,8,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/casabamelon.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,4,0,0.961,0,0,9,9,9,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Food.png,1,Gamestoy & entertainment,1,1,stimuli/objects/paddleball.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,0,1.438,0,0,10,10,10,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Food.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,1,1,stimuli/objects/rockinghorse.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,1,1.76,1,0,11,11,11,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,1,Food,2,1,stimuli/objects/arugula.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,4,0,1.699,0,0,12,12,12,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,3,1,stimuli/objects/dartboard.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,1,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,3,0,2.547,0,0,13,13,13,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/chickenshishkebab.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,1,0,0]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,3,1,1.729,1,0,14,14,14,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Vehicle.png,1,Food,3,1,stimuli/objects/relish.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,1,0,0,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,1,1.411,1,0,15,15,15,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,2,1,stimuli/objects/toyanimal01.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,1,0,0,1,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,1,0,1.18,1,0,16,16,16,1,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,0,Gamestoy & entertainment,4,0,stimuli/objects/toyshape.jpg,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,1,0,0,1,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,2,1,0.9,1,0,17,17,17,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Gamestoy & entertainment,2,1,stimuli/objects/rattle.jpg,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,1,0,0,1,1,1]",,,,,,,,,,,,,22,990214,2021-12-20_15h07.13.414,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,3,0,0.715,1,0,18,18,18,1,stimuli/m_blue.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/cementtruck.jpg,,,,,,,,,,,,,,,,
