instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,4.4068,4,1.963,0,0,0,66,1,stimuli/objects/exercisebench.jpg,Outdoor activity & sport item,old,left,67,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4789,4,0.5793,0,1,1,70,1,stimuli/objects/loppingshears.jpg,Hand labour tool & accessory,old,left,71,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6856,4,0.3974,0,2,2,51,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,52,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.2389,2,2.0014,0,3,3,34,1,stimuli/objects/squeegee01b.jpg,Hand labour tool & accessory,old,left,35,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9678,4,0.4559,0,4,4,58,1,stimuli/objects/anchor.jpg,Outdoor activity & sport item,old,left,59,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2649,4,0.3178,0,5,5,65,1,stimuli/objects/punchingball.jpg,Outdoor activity & sport item,old,left,66,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.466,1,2.5818,0,6,6,87,1,stimuli/objects/floodlight.jpg,Hand labour tool & accessory,new,right,88,,,,,,,,
,,,,,,,,5,824852,2021-12-27_17h30.39.399,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.1109,4,0.827,0,7,7,78,1,stimuli/objects/tent.jpg,Outdoor activity & sport item,new,right,79,,,,,,,,
