instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6903,3,1.163,0,0,0,38,1,stimuli/objects/nailgun.jpg,Hand labour tool & accessory,old,left,39,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9738,4,0.4952,0,1,1,71,1,stimuli/objects/bikehelmet.jpg,Outdoor activity & sport item,old,left,72,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.7722,3,0.2601,0,2,2,46,1,stimuli/objects/gardenshears01a.jpg,Hand labour tool & accessory,old,left,47,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.6612,4,0.1231,0,3,3,68,1,stimuli/objects/videocamera01a.jpg,Electronic device & accessory,old,left,69,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.6265,2,0.1811,0,4,4,60,1,stimuli/objects/adjustablewrench01b.jpg,Hand labour tool & accessory,old,left,61,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.6742,4,0.163,0,5,5,4,1,stimuli/objects/icebucket.jpg,Kitchen & utensil,old,left,5,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.8232,1,0.3625,0,6,6,34,1,stimuli/objects/skiboot01a.jpg,Outdoor activity & sport item,new,right,35,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1243,2,0.1559,0,7,7,42,1,stimuli/objects/swissarmyknife01a.jpg,Hand labour tool & accessory,new,right,43,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.8722,3,1.3703,0,8,8,14,1,stimuli/objects/punchingbag.jpg,Outdoor activity & sport item,new,right,15,,,,,,,,
,,,,,,,,20,,2022-01-13_21h13.23.431,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8491,4,0.0901,0,9,9,76,1,stimuli/objects/drillbit03a.jpg,Hand labour tool & accessory,old,left,77,,,,,,,,
