instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.9831,2,4.2278,0,0,0,18,1,stimuli/objects/wateringcan.jpg,Hand labour tool & accessory,new,right,19,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.29,4,2.417,0,1,1,11,1,stimuli/objects/badmintonracket.jpg,Outdoor activity & sport item,old,left,12,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,4.9805,1,1.4734,0,2,2,20,1,stimuli/objects/sledgehammer.jpg,Hand labour tool & accessory,old,left,21,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2794,3,1.6008,0,3,3,84,1,stimuli/objects/toyhardhat.jpg,Hand labour tool & accessory,new,right,85,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.0242,3,1.6713,0,4,4,4,1,stimuli/objects/icebucket.jpg,Kitchen & utensil,old,left,5,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.4594,3,0.7017,0,5,5,68,1,stimuli/objects/videocamera01a.jpg,Electronic device & accessory,old,left,69,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2672,2,1.0049,0,6,6,42,1,stimuli/objects/swissarmyknife01a.jpg,Hand labour tool & accessory,new,right,43,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.7218,3,1.3649,0,7,7,65,1,stimuli/objects/flooringstapler.jpg,Hand labour tool & accessory,new,right,66,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.5241,4,0.9169,0,8,8,53,1,stimuli/objects/cheeseknife01.jpg,Hand labour tool & accessory,old,left,54,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1695,4,0.6221,0,9,9,17,1,stimuli/objects/avcable.jpg,Electronic device & accessory,old,left,18,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2933,2,0.4023,0,10,10,19,1,stimuli/objects/gps.jpg,Electronic device & accessory,new,right,20,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.287,2,1.5132,0,11,11,5,1,stimuli/objects/remotecontrol04.jpg,Electronic device & accessory,new,right,6,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3071,3,0.9438,0,12,12,60,1,stimuli/objects/adjustablewrench01b.jpg,Hand labour tool & accessory,old,left,61,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.8262,2,2.2783,0,13,13,32,1,stimuli/objects/needlenosepliers01.jpg,Hand labour tool & accessory,new,right,33,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1927,3,0.9959,0,14,14,48,1,stimuli/objects/bowl02a.jpg,Kitchen & utensil,old,left,49,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4903,3,1.5602,0,15,15,87,1,stimuli/objects/basketball01.jpg,Outdoor activity & sport item,new,right,88,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3687,4,0.44,0,16,16,66,1,stimuli/objects/snowboard.jpg,Outdoor activity & sport item,old,left,67,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9701,4,0.2996,0,17,17,37,1,stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,38,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.1949,2,0.6416,0,18,18,25,1,stimuli/objects/poolnet.jpg,Outdoor activity & sport item,new,right,26,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.871,4,0.3003,0,19,19,74,1,stimuli/objects/podium.jpg,Outdoor activity & sport item,old,left,75,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.9822,3,1.1999,0,20,20,83,1,stimuli/objects/floodlight.jpg,Hand labour tool & accessory,new,right,84,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0463,2,0.313,0,21,21,67,1,stimuli/objects/pot01.jpg,Kitchen & utensil,old,left,68,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.9868,2,0.2923,0,22,22,34,1,stimuli/objects/skiboot01a.jpg,Outdoor activity & sport item,new,right,35,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.0656,3,0.4062,0,23,23,22,1,stimuli/objects/football.jpg,Outdoor activity & sport item,new,right,23,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4307,2,0.4039,0,24,24,21,1,stimuli/objects/sewingmachine01a.jpg,Hand labour tool & accessory,new,right,22,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9217,3,0.9797,0,25,25,49,1,stimuli/objects/measuringtape01.jpg,Hand labour tool & accessory,old,left,50,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1982,3,0.4103,0,26,26,38,1,stimuli/objects/nailgun.jpg,Hand labour tool & accessory,old,left,39,,,,,,,,
,,,,,,,,8,478552,2022-01-13_17h51.03.881,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0032,4,0.3238,0,27,27,41,1,stimuli/objects/teapot.jpg,Kitchen & utensil,old,left,42,,,,,,,,
