illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit,key_resp_4.rt
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,10,10,10,1,carefree,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,11,11,11,1,tool,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,12,12,12,1,bored,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,13,13,13,1,tool,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,14,14,14,1,home,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,15,15,15,1,immature,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,16,16,16,1,home,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,17,17,17,1,fault,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,18,18,18,1,pillow,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,19,19,19,1,violin,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,20,20,20,1,violin,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,21,21,21,1,tense,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,22,22,22,1,confident,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,23,23,23,1,bomb,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,24,24,24,1,confident,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,25,25,25,1,butterfly,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,26,26,26,1,cheer,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,27,27,27,1,street,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,28,28,28,1,cheer,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,29,29,29,1,taxi,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,30,30,30,1,adventure,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,31,31,31,1,crutch,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,32,32,32,1,adventure,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,33,33,33,1,vest,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,34,34,34,1,taxi,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,35,35,35,1,brave,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,36,36,36,1,square,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,37,37,37,1,brave,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,38,38,38,1,unhappy,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,39,39,39,1,deformed,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,40,40,40,1,rifle,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,41,41,41,1,deformed,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,42,42,42,1,tense,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,43,43,43,1,inferior,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,44,44,44,1,exercise,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,45,45,45,1,inferior,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,46,46,46,1,crutch,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,47,47,47,1,obesity,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,48,48,48,1,bless,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,49,49,49,1,obesity,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,50,50,50,1,pistol,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,51,51,51,1,bored,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,52,52,52,1,pity,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,53,53,53,1,politeness,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,54,54,54,1,pity,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,55,55,55,1,beautiful,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,56,56,56,1,street,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,57,57,57,1,beautiful,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,58,58,58,1,aroused,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,59,59,59,1,demon,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,60,60,60,1,aroused,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,61,61,61,1,cash,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,62,62,62,1,immature,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,63,63,63,1,cheer,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,64,64,64,1,cheer,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,65,65,65,1,controlling,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,66,66,66,1,messy,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,67,67,67,1,cliff,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,68,68,68,1,butterfly,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,69,69,69,1,cliff,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,70,70,70,1,erotic,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,71,71,71,1,vest,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,72,72,72,1,dazzle,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,73,73,73,1,disloyal,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,74,74,74,1,dazzle,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,75,75,75,1,defiant,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,76,76,76,1,fault,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,77,77,77,1,defiant,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,78,78,78,1,shotgun,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,79,79,79,1,revolt,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,80,80,80,1,unhappy,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,81,81,81,1,revolt,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,82,82,82,1,car,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,83,83,83,1,fight,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,84,84,84,1,obsession,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,85,85,85,1,obsession,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,86,86,86,1,messy,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,87,87,87,1,anger,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,88,88,88,1,exercise,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,89,89,89,1,anger,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,90,90,90,1,suspicious,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,91,91,91,1,politeness,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,92,92,92,1,suspicious,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,93,93,93,1,shark,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,94,94,94,1,detest,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,95,95,95,1,shark,d,1,Hit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,96,96,96,1,cash,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,97,97,97,1,cancer,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,98,98,98,1,pistol,l,0,NoHit,
,,,,,,,999,,2021-12-02_11h36.12.752,MemLear_ses-01_part-02_label-nBack,2020.1.3,Linux x86_64,60,,0,0,99,99,99,1,cancer,d,1,Hit,
