instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,6.508115960998111,None,6.508115960998111,None,,,,,,,
