instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,4.8939,3,3.0634,0,0,0,89,1,stimuli/objects/gardenshears01a.jpg,Hand labour tool & accessory,old,left,90,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.3086,3,3.1628,0,1,1,28,1,stimuli/objects/file.jpg,Hand labour tool & accessory,old,left,29,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.5979,2,1.9064,0,2,2,10,1,stimuli/objects/paintroller01.jpg,Hand labour tool & accessory,new,right,11,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.915,3,1.6104,0,3,3,23,1,stimuli/objects/reflector.jpg,Outdoor activity & sport item,old,left,24,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.1123,4,6.8995,0,4,4,59,1,stimuli/objects/needlenosepliers01.jpg,Hand labour tool & accessory,new,right,60,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.5052,3,1.5999,0,5,5,74,1,stimuli/objects/shinpad.jpg,Outdoor activity & sport item,new,right,75,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,5.2948,2,0.4709,0,6,6,55,1,stimuli/objects/bikepump01.jpg,Outdoor activity & sport item,old,left,56,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.8657,2,0.493,0,7,7,80,1,stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,81,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.3571,4,0.5634,0,8,8,82,1,stimuli/objects/baseball01a.jpg,Outdoor activity & sport item,old,left,83,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.9318,4,0.6874,0,9,9,87,1,stimuli/objects/floodlight.jpg,Hand labour tool & accessory,new,right,88,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.3015,2,0.6036,0,10,10,1,1,stimuli/objects/gps.jpg,Electronic device & accessory,new,right,2,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.6038,2,0.6581,0,11,11,31,1,stimuli/objects/monitor.jpg,Electronic device & accessory,old,left,32,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9907,3,1.5541,0,12,12,11,1,stimuli/objects/drill01b.jpg,Hand labour tool & accessory,new,right,12,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.0989,2,1.1357,0,13,13,22,1,stimuli/objects/painttray.jpg,Hand labour tool & accessory,old,left,23,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.985,2,0.4164,0,14,14,19,1,stimuli/objects/propanetank01.jpg,Outdoor activity & sport item,old,left,20,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,4.1017,2,1.5397,0,15,15,56,1,stimuli/objects/jackhammer.jpg,Hand labour tool & accessory,old,left,57,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2322,3,1.2615,0,16,16,68,1,stimuli/objects/snowbrush.jpg,Hand labour tool & accessory,new,right,69,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.7645,3,4.82,0,17,17,58,1,stimuli/objects/anchor.jpg,Outdoor activity & sport item,old,left,59,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.6109,2,0.3447,0,18,18,47,1,stimuli/objects/hedgeshears.jpg,Hand labour tool & accessory,old,left,48,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.1918,2,0.4039,0,19,19,83,1,stimuli/objects/cheeseknife01.jpg,Hand labour tool & accessory,old,left,84,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.7879,1,1.6497,0,20,20,46,1,stimuli/objects/football.jpg,Outdoor activity & sport item,new,right,47,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.5805,3,0.513,0,21,21,54,1,stimuli/objects/rope03.jpg,Hand labour tool & accessory,new,right,55,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.6106,2,0.3105,0,22,22,4,1,stimuli/objects/cellphone.jpg,Electronic device & accessory,old,left,5,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7671,3,0.6368,0,23,23,70,1,stimuli/objects/loppingshears.jpg,Hand labour tool & accessory,old,left,71,,,,,,,,
,,,,,,,,1,493907,2021-12-22_21h50.38.114,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.3035,4,0.8564,0,24,24,45,1,stimuli/objects/gavel.jpg,Hand labour tool & accessory,old,left,46,,,,,,,,
