instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,recog_list,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,images,type,corr_ans,order,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,fix.started,fix.stopped,object_id.started,object_id.stopped,prompt_id.started,prompt_id.stopped,recog_resp.keys,recog_resp.rt,feedb_objectID.started,feedb_objectID.stopped,feedb_idPrompt.started,feedb_idPrompt.stopped,conf_resp.keys,conf_resp.rt,image_2.started,image_2.stopped,conf_choicefeedbprompt.started,conf_choicefeedbprompt.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.595826194999972,None,10.595826194999972,None,23.821064301009756,None,18.251497570003266,None,18.251497570003266,None,left,2.5578877509979066,20.929223874001764,None,20.929223874001764,None,2,1.8660700069885934,23.442696376005188,None,23.442696376005188,None,,,,,,,
