slides,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,condition,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,respcorrs,myownaccuracy,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,taskprep0.started,taskprep0.stopped,taskGo.started,taskGo.stopped,taskGoresp.keys,taskGoresp.rt,taskGoresp.started,taskGoresp.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,feedbImage.started,feedbImage.stopped,rep_resp.keys,rep_resp.rt,rep_resp.started,rep_resp.stopped,task_response.keys,task_response.corr,task_response.rt,feedbImage_2.started,feedbImage_2.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],space,0.7262421019986505,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide1.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.14401406899560243,8.179586851998465,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide2.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.12595373499789275,8.363571944006253,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide3.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.12370734100113623,8.530507180999848,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide4.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.15944585998659022,8.694423410997842,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide5.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.1588066370022716,8.894938978002756,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
stimuli/slide6.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.1584719749953365,9.093662862011115,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.262255134002771,None,9.460894725008984,None,space,0.5361887559993193,9.460894725008984,None,,,,,,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.6178917549987091,13.036730285006342,13.534836564998841,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,1,0,0.24874801900296006,16.880675132008037,17.392169267011923,,,,,,,,,,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/spotlight.jpg,1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,n,1.8859330790000968,18.11156882600335,None,1,0,0.9520016299939016,24.632081919000484,25.140286216003005,551,,2021_Dez_03_1727,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.891393309158516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.500925760003156,,,,,,,,,
