slides,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,condition,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,respcorrs,myownaccuracy,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,taskprep0.started,taskprep0.stopped,taskGo.started,taskGo.stopped,taskGoresp.keys,taskGoresp.rt,taskGoresp.started,taskGoresp.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,feedbImage.started,feedbImage.stopped,rep_resp.keys,rep_resp.rt,rep_resp.started,rep_resp.stopped,task_response.keys,task_response.corr,task_response.rt,feedbImage_2.started,feedbImage_2.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],space,0.7698122519941535,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide1.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.1251911760045914,6.588314635999268,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide2.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.12326757100527175,6.753922046991647,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide3.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.14072918800229672,6.917498443988734,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide4.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.10555719200056046,7.098734168001101,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide5.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.14067282900214195,7.244304982988979,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
stimuli/slide6.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.12306748700211756,7.425057290995028,None,,,,,,,,,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.558254990988644,None,7.738667469995562,None,space,0.13377553501049988,7.738667469995562,None,,,,,,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,0.3841245049989084,10.683583360994817,11.194800507990294,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.4005845809879247,14.661441229996854,15.169013346996508,,,,,,,,,,111,,2021_Dez_03_1734,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.88979176306646,
