instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,5.3104,3,0.9528,0,0,0,46,1,stimuli/objects/bowl02a.jpg,old,left,47,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3752,3,0.7712,0,1,1,84,1,stimuli/objects/hourglass.jpg,new,right,85,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.8818,2,2.3872,0,2,2,34,1,stimuli/objects/heatpump.jpg,old,left,35,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3585,4,0.7318,0,3,3,32,1,stimuli/objects/pot01.jpg,old,left,33,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3565,4,0.392,0,4,4,16,1,stimuli/objects/icebucket.jpg,old,left,17,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.5985,3,0.4809,0,5,5,65,1,stimuli/objects/cookingpot.jpg,old,left,66,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3678,2,0.2371,0,6,6,54,1,stimuli/objects/ladder.jpg,new,right,55,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.6358,2,0.2448,0,7,7,38,1,stimuli/objects/garlicpress02a.jpg,new,right,39,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6487,3,0.2982,0,8,8,22,1,stimuli/objects/photocopier.jpg,old,left,23,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.0284,3,0.2776,0,9,9,48,1,stimuli/objects/fanblades.jpg,new,right,49,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.9822,3,0.5549,0,10,10,14,1,stimuli/objects/muffintray01.jpg,old,left,15,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1,2,0.278,0,11,11,64,1,stimuli/objects/martiniglass01b.jpg,old,left,65,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,3.0971,3,0.2885,0,12,12,28,1,stimuli/objects/carantenna.jpg,old,left,29,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9821,4,0.1505,0,13,13,68,1,stimuli/objects/boltcutter.jpg,old,left,69,,,,,,,,
,,,,,,,,13,917868,2021-12-19_23h00.34.762,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0992,3,0.6449,0,14,14,56,1,stimuli/objects/fuse.jpg,new,right,57,,,,,,,,
