illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",0,[6.427100000001474],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[3.2689000000022475],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.1548000000007335],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.794699999999267],0,3,3,3,1,nature,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[3.3193999999984953],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.6504000000022359],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.368300000000744],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.4448000000007255],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3050000000000068],0,8,8,8,1,square,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.0871999999992283],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.627600000001479],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1363999999985026],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.008900000002228],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.0330999999977735],0,13,13,13,1,tool,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9783999999985156],0,14,14,14,1,home,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.8838000000007469],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.180499999999995],0,16,16,16,1,home,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.2140999999977566],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.42119999999926],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3736000000014883],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.5883000000007428],0,20,20,20,1,violin,d,1,Hit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2949999999999875],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,13,917868,2021-12-19_22h54.33.855,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.2371999999992624],0,22,22,22,1,confident,l,0,NoHit
