instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,recog_list,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,images,type,corr_ans,order,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,fix.started,fix.stopped,object_id.started,object_id.stopped,prompt_id.started,prompt_id.stopped,recog_resp.keys,recog_resp.rt,feedb_objectID.started,feedb_objectID.stopped,feedb_idPrompt.started,feedb_idPrompt.stopped,conf_resp.keys,conf_resp.rt,image_2.started,image_2.stopped,conf_choicefeedbprompt.started,conf_choicefeedbprompt.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,7.105975263009896,None,7.105975263009896,None,12.206779908010503,None,7.948837164003635,None,7.948837164003635,None,right,1.5226605629868573,9.576994878007099,None,9.576994878007099,None,2,1.6003002280049259,11.818315768003231,None,11.818315768003231,None,,,,,,,
