slides,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,condition,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,respcorrs,myownaccuracy,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,taskprep0.started,taskprep0.stopped,taskGo.started,taskGo.stopped,taskGoresp.keys,taskGoresp.rt,taskGoresp.started,taskGoresp.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,feedbImage.started,feedbImage.stopped,rep_resp.keys,rep_resp.rt,rep_resp.started,rep_resp.stopped,task_response.keys,task_response.corr,task_response.rt,feedbImage_2.started,feedbImage_2.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],space,0.3687084330013022,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide1.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.19753678399138153,6.065973143995507,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide2.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.2695589020004263,6.303992998000467,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide3.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.14268366299802437,6.613928469989332,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide4.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.08807322800566908,6.796913416997995,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide5.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.08796679599618074,6.925090987002477,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
stimuli/slide6.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.08800429900293238,7.053072452996275,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.151194183999905,None,7.319086820993107,None,space,0.18382355599896982,7.319086820993107,None,,,,,,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,0.33387165699969046,10.262577014989802,10.758504008990712,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.41767564599285834,14.25787978999142,14.76615587399283,,,,,,,,,,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,0,stimuli/objects/scanner.jpg,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,n,1.301306740992004,15.485579448999488,None,1,1,0.05004697099502664,22.25610398099525,22.76475425499666,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,,Outdoor activity & sport item,4,1,stimuli/objects/sportbag.jpg,0,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.3339002199936658,26.193186554999556,26.705612874997314,1,,2021_Dez_03_1730,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.8699838284898,
