illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,word,CORRanswer,trialtype,Hit_NoHit,text_2.started,text_2.stopped,nBack_task_pres.started,nBack_task_pres.stopped,blank.started,blank.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.started,key_resp_4.stopped,key_resp_4.rt,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.534669524000492,None,14.357425099995453,None,None,None,['l'],0,0.012899394001578912,None,[0.14748057498945855],,,,,,,
