illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[7.616600000023823],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.6776000000238298],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3214999999999861],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[4.305299999952325],0,3,3,3,1,nature,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.592599999904621],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.5857000000476944],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.2462000000476792],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1372999999523188],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.1905000000000143],0,8,8,8,1,square,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[2.2421000000238394],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.4699999999999989],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.6293999999761581],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0016999999284906],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.76010000002384],0,13,13,13,1,tool,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.7683999999761397],0,14,14,14,1,home,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3906999999284722],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.3685000000000116],0,16,16,16,1,home,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.1449999999999534],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.9812000000476928],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9119000000953292],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.1687000000476928],0,20,20,20,1,violin,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9784999999999968],0,21,21,21,1,tense,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.3352999999523263],0,22,22,22,1,confident,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8614000000953297],0,23,23,23,1,bomb,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[1.3519999999999754],0,24,24,24,1,confident,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0632000000476864],0,25,25,25,1,butterfly,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0258000000715128],0,26,26,26,1,cheer,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8197999999522949],0,27,27,27,1,street,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.8807000000476819],0,28,28,28,1,cheer,d,1,Hit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8073000000715069],0,29,29,29,1,taxi,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.001699999928519],0,30,30,30,1,adventure,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8684000000953915],0,31,31,31,1,crutch,l,0,NoHit
,,,,,,,15,308395,2021-12-28_10h48.04.970,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9417000000476605],0,32,32,32,1,adventure,d,1,Hit
