pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,char,left_categ,centleft_categ,centright_categ,right_categ,type,corr_ans,corr_ans_num,image,interval.started,interval.stopped,task_probe3.started,task_probe3.stopped,task_probe4.started,task_probe4.stopped,pract_resp.keys,pract_resp.corr,number_2.started,number_2.stopped,number_3.started,number_3.stopped,number_4.started,number_4.stopped,pract_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.022886430000653,15.274288191001688,14.522804837004514,None,14.522804837004514,None,None,0,14.522804837004514,None,14.522804837004514,None,14.522804837004514,None,2.1712848210008815,,,,,,,
