instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,5.928758106005262,None,5.928758106005262,None,,,,,,,
