instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.9142,4,0.9625,0,0,0,88,1,stimuli/objects/solderingwire.jpg,Hand labour tool & accessory,old,left,89,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.851,4,0.8419,0,1,1,40,1,stimuli/objects/caulking.jpg,Hand labour tool & accessory,old,left,41,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0861,4,0.384,0,2,2,74,1,stimuli/objects/podium.jpg,Outdoor activity & sport item,old,left,75,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.1963,4,0.5927,0,3,3,82,1,stimuli/objects/cclamp.jpg,Hand labour tool & accessory,old,left,83,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.8437,4,1.3543,0,4,4,37,1,stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,38,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,3.6142,4,0.8423,0,5,5,83,1,stimuli/objects/floodlight.jpg,Hand labour tool & accessory,new,right,84,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2363,4,0.5029,0,6,6,76,1,stimuli/objects/drillbit03a.jpg,Hand labour tool & accessory,old,left,77,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0972,4,0.4759,0,7,7,11,1,stimuli/objects/badmintonracket.jpg,Outdoor activity & sport item,old,left,12,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.041,3,0.9036,0,8,8,33,1,stimuli/objects/patioumbrella.jpg,Outdoor activity & sport item,new,right,34,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.1351,4,0.5407,0,9,9,30,1,stimuli/objects/wheel01.jpg,Hand labour tool & accessory,old,left,31,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7324,4,0.7515,0,10,10,51,1,stimuli/objects/jackhammer.jpg,Hand labour tool & accessory,old,left,52,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,2.9767,4,0.2756,0,11,11,5,1,stimuli/objects/remotecontrol04.jpg,Electronic device & accessory,new,right,6,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.035,4,0.441,0,12,12,85,1,stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,86,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.374,4,0.7227,0,13,13,13,1,stimuli/objects/bikelock.jpg,Outdoor activity & sport item,old,left,14,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3287,3,0.3384,0,14,14,63,1,stimuli/objects/file.jpg,Hand labour tool & accessory,old,left,64,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9571,4,0.2861,0,15,15,16,1,stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,17,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.8145,4,0.3687,0,16,16,8,1,stimuli/objects/loppingshears.jpg,Hand labour tool & accessory,old,left,9,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.2761,4,0.2723,0,17,17,89,1,stimuli/objects/downhillski.jpg,Outdoor activity & sport item,new,right,90,,,,,,,,
,,,,,,,,24,,2021-12-21_12h05.49.540,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,0.9289,4,0.2877,0,18,18,22,1,stimuli/objects/football.jpg,Outdoor activity & sport item,new,right,23,,,,,,,,
