illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,word,CORRanswer,trialtype,Hit_NoHit,text_2.started,text_2.stopped,nBack_task_pres.started,nBack_task_pres.stopped,blank.started,blank.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,11.071928705001483,None,15.68545341398567,15.68545341398567,None,None,['d'],0,[0.9979646989959292],0.012010263628326356,None,,,,,,,
