myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,instruction_loop.ran,slides,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,pract_resp.rt,rep_resp.keys,rep_resp.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,task_response.keys,task_response.corr,task_response.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,condition
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,1,0,stimuli/objects/toyhockeystick01.jpg,,,,,,,,,2,0,0.7809,0,8,8,8,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Hand labour tool & accessory,1,0,stimuli/objects/tablesaw.jpg,,,,,,,,,2,0,2.1301,0,9,9,9,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/kitchenscale01a.jpg,,,,,,,,,3,0,1.9979,0,10,10,10,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/securitycamera.jpg,,,,,,,,,4,1,0.5438,0,11,11,11,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/photocopier.jpg,,,,,,,,,4,0,0.9386,0,12,12,12,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/phonejack.jpg,,,,,,,,,4,1,1.605,0,13,13,13,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Hand labour tool & accessory,1,0,stimuli/objects/swissarmyknife01a.jpg,,,,,,,,,2,0,1.9741,0,14,14,14,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/lamp04a.jpg,,,,,,,,,4,1,1.779,0,15,15,15,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/pastaspoon.jpg,,,,,,,,,2,1,1.5842,0,16,16,16,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/fonduefork01.jpg,,,,,,,,,4,1,2.2807,0,17,17,17,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/dishrack.jpg,,,,,,,,,2,1,1.7372,0,18,18,18,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/expansioncard.jpg,,,,,,,,,2,1,1.3503,0,19,19,19,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/tupperware03a.jpg,,,,,,,,,4,1,1.4068,0,20,20,20,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Outdoor activity & sport item,3,0,stimuli/objects/surfboard.jpg,,,,,,,,,1,0,1.1427,0,21,21,21,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/electricoutlet.jpg,,,,,,,,,4,1,1.307,0,22,22,22,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,1,stimuli/objects/beermug01a.jpg,,,,,,,,,2,0,1.4278,0,23,23,23,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/scanner.jpg,,,,,,,,,3,0,1.4347,0,24,24,24,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,0,stimuli/objects/filmnegative.jpg,,,,,,,,,3,0,0.9989,0,25,25,25,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,1,stimuli/objects/cleaver01.jpg,,,,,,,,,,0,,0,26,26,26,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,1,stimuli/objects/jack.jpg,,,,,,,,,1,1,1.4686,0,27,27,27,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,2,1,stimuli/objects/fanheater.jpg,,,,,,,,,1,0,0.8009,0,28,28,28,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,,Outdoor activity & sport item,1,0,stimuli/objects/umbrella04.jpg,,,,,,,,,3,0,3.4463,0,29,29,29,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/spicerack.jpg,,,,,,,,,1,1,2.6951,0,30,30,30,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,2,1,stimuli/objects/crocodileclips.jpg,,,,,,,,,2,1,1.9063,0,31,31,31,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,0,stimuli/objects/minifridge.jpg,,,,,,,,,1,0,1.8001,0,32,32,32,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/heatpump.jpg,,,,,,,,,2,1,1.5609,0,33,33,33,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/funnel.jpg,,,,,,,,,2,1,1.274,0,34,34,34,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,3,1,stimuli/objects/lightswitch01.jpg,,,,,,,,,3,1,0.6578,0,35,35,35,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,1,0,stimuli/objects/snowshoe.jpg,,,,,,,,,3,0,1.5397,0,36,36,36,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/shotglass.jpg,,,,,,,,,2,1,3.3027,0,37,37,37,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,0,stimuli/objects/cookingpot.jpg,,,,,,,,,1,0,1.8702,0,38,38,38,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,3,1,stimuli/objects/pitcher02b.jpg,,,,,,,,,4,0,2.4585,0,39,39,39,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,1,0,stimuli/objects/wiicontroller.jpg,,,,,,,,,3,0,2.6409,0,40,40,40,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Hand labour tool & accessory,1,0,stimuli/objects/knifesharpener.jpg,,,,,,,,,4,0,1.7615,0,41,41,41,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,3,1,stimuli/objects/peeler01.jpg,,,,,,,,,1,0,2.6508,0,42,42,42,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,2,1,stimuli/objects/pot01.jpg,,,,,,,,,1,0,1.6865,0,43,43,43,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/coffeemaker.jpg,,,,,,,,,1,0,2.0073,0,44,44,44,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/spatula04.jpg,,,,,,,,,1,1,1.8839,0,45,45,45,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/lightbulb01.jpg,,,,,,,,,2,1,1.2467,0,46,46,46,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,2,1,stimuli/objects/cakeplatter.jpg,,,,,,,,,2,1,1.5959,0,47,47,47,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,2,1,stimuli/objects/alarmsystem.jpg,,,,,,,,,2,1,1.1821,0,48,48,48,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,,Hand labour tool & accessory,3,0,stimuli/objects/boltcutter.jpg,,,,,,,,,2,0,1.2332,0,49,49,49,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,0,stimuli/objects/audiocablesplitter.jpg,,,,,,,,,2,0,1.5148,0,50,50,50,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,3,1,stimuli/objects/ipod.jpg,,,,,,,,,3,1,3.035,0,51,51,51,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,,Electronic device & accessory,2,1,stimuli/objects/radio01.jpg,,,,,,,,,2,1,0.8117,0,52,52,52,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,,Electronic device & accessory,1,1,stimuli/objects/telephone01b.jpg,,,,,,,,,1,1,1.0641,0,53,53,53,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/knife03.jpg,,,,,,,,,2,0,1.9869,0,54,54,54,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,1,1,stimuli/objects/spatula03.jpg,,,,,,,,,1,1,1.1641,0,55,55,55,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/nintendods.jpg,,,,,,,,,4,1,1.0986,0,56,56,56,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,3,0,stimuli/objects/avcable.jpg,,,,,,,,,3,1,2.7955,0,57,57,57,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/chocolatefonduedish.jpg,,,,,,,,,1,0,1.3983,0,58,58,58,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,1,1,stimuli/objects/walkietalkie.jpg,,,,,,,,,1,1,1.1757,0,59,59,59,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,,Electronic device & accessory,3,1,stimuli/objects/djmixer02.jpg,,,,,,,,,3,1,0.789,0,60,60,60,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/grill.jpg,,,,,,,,,1,1,0.6716,0,61,61,61,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,1,stimuli/objects/battery02b.jpg,,,,,,,,,1,1,1.0753,0,62,62,62,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Electronic device & accessory,1,1,stimuli/objects/taperecorder.jpg,,,,,,,,,1,1,1.7803,0,63,63,63,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/carantenna.jpg,,,,,,,,,4,1,1.1696,0,64,64,64,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,,Electronic device & accessory,3,1,stimuli/objects/lectern01.jpg,,,,,,,,,3,1,1.339,0,65,65,65,1,1
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/ramekin01.jpg,,,,,,,,,1,1,1.0427,0,66,66,66,1,0
,,,,,,,,,,,,,,3,603301,2021-12-27_13h21.56.108,MemLear_ses-01_part-01_label-phase1,2020.1.3,Win32,60,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/videocamera01a.jpg,,,,,,,,,4,1,1.1075,0,67,67,67,1,1
