instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,modal_categ,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,4.5052,2,3.538,0,0,0,45,1,stimuli/objects/studiolight.jpg,Electronic device & accessory,new,right,46,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2794,3,0.8571,0,1,1,47,1,stimuli/objects/jug.jpg,Kitchen & utensil,new,right,48,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3295,4,1.1699,0,2,2,86,1,stimuli/objects/floppydisk02a.jpg,Electronic device & accessory,new,right,87,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.7083,4,1.0091,0,3,3,69,1,stimuli/objects/scanner.jpg,Electronic device & accessory,old,left,70,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3327,3,0.9201,0,4,4,75,1,stimuli/objects/shotglass.jpg,Kitchen & utensil,old,left,76,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,4.1884,3,0.6627,0,5,5,44,1,stimuli/objects/lightbulb01.jpg,Electronic device & accessory,old,left,45,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.7825,3,0.3342,0,6,6,54,1,stimuli/objects/lectern01.jpg,Electronic device & accessory,old,left,55,,,,,,,,
,,,,,,,,3,603301,2021-12-27_13h51.59.427,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,0.44,3,0.5245,0,7,7,55,1,stimuli/objects/fonduefork01.jpg,Kitchen & utensil,old,left,56,,,,,,,,
