slides,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,condition,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,respcorrs,myownaccuracy,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,taskprep0.started,taskprep0.stopped,taskGo.started,taskGo.stopped,taskGoresp.keys,taskGoresp.rt,taskGoresp.started,taskGoresp.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,feedbImage.started,feedbImage.stopped,rep_resp.keys,rep_resp.rt,rep_resp.started,rep_resp.stopped,task_response.keys,task_response.corr,task_response.rt,feedbImage_2.started,feedbImage_2.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],space,0.44024021600489505,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide1.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.14312852600414772,6.829221131003578,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide2.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.14277857000706717,7.012747386004776,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide3.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.1251857979950728,7.196172376003233,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide4.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.12389743499807082,7.361554631002946,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide5.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.1413983009988442,7.525535526001477,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
stimuli/slide6.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.14132601900200825,7.707061633991543,None,,,,,,,,,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.858517378001125,None,8.032158410002012,None,space,0.15047124298871495,8.032158410002012,None,,,,,,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.5676940570119768,11.17411536599684,11.671941444001277,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,4,1,0.9519408460037084,15.722624340996845,16.23061289699399,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,3,0,2.9892922540020663,22.97773742499703,23.477886508000665,space,0.6330936920130625,16.950528186993324,None,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.8515865499939537,27.425510300992755,27.936372740994557,,,,,,,,,,1,,2021_Dez_03_1736,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.921947351157705,
