"participant","Expra.Code","recog_resp.keys","recog_resp.rt","conf_resp.keys","conf_resp.rt","images","type","corr_ans"
29,NA,"right",6.893,2,7.5108,"stimuli/objects/cclamp.jpg","old","left"
29,NA,"left",3.6322,4,1.604,"stimuli/objects/volleyball.jpg","old","left"
29,NA,"left",3.2808,4,1.4771,"stimuli/objects/pliers02b.jpg","old","left"
29,NA,"right",1.8138,3,1.5788,"stimuli/objects/remotecontrol04.jpg","new","right"
29,NA,"right",3.8881,3,4.0576,"stimuli/objects/floodlight.jpg","new","right"
29,NA,"left",2.7633,4,2.2693,"stimuli/objects/skigoggles01.jpg","old","left"
29,NA,"left",1.7161,4,1.1665,"stimuli/objects/boogieboard.jpg","old","left"
29,NA,"left",1.4925,4,0.5087,"stimuli/objects/weight01.jpg","old","left"
29,NA,"right",1.8543,3,1.6279,"stimuli/objects/diaperbag.jpg","new","right"
29,NA,"right",2.9001,2,2.327,"stimuli/objects/lawnmower.jpg","new","right"
29,NA,"left",1.9161,2,0.8346,"stimuli/objects/paintroller01.jpg","new","right"
29,NA,"left",2.693,3,1.4345,"stimuli/objects/exercisebench.jpg","old","left"
29,NA,"left",2.5609,3,1.0761,"stimuli/objects/wirestripper.jpg","old","left"
29,NA,"left",2.3728,4,0.8227,"stimuli/objects/grater01a.jpg","old","left"
29,NA,"right",2.3319,3,1.4957,"stimuli/objects/lifejacket.jpg","new","right"
29,NA,"left",1.7543,3,1.0811,"stimuli/objects/fonduefork01.jpg","old","left"
29,NA,"right",3.2675,4,1.2227,"stimuli/objects/filmnegative.jpg","new","right"
29,NA,"right",2.8793,2,0.9947,"stimuli/objects/battery02b.jpg","new","right"
29,NA,"right",2.5328,1,0.4549,"stimuli/objects/kite.jpg","new","right"
29,NA,"left",1.6145,4,0.604,"stimuli/objects/bowrake.jpg","old","left"
29,NA,"left",1.9751,4,0.5723,"stimuli/objects/needlenosepliers01.jpg","new","right"
29,NA,"left",2.9234,2,0.4353,"stimuli/objects/snowboard.jpg","old","left"
29,NA,"left",3.073,4,0.7813,"stimuli/objects/jackhammer.jpg","old","left"
29,NA,"right",4.1622,2,0.3892,"stimuli/objects/sledgehammer.jpg","old","left"
29,NA,"left",1.2373,4,0.4111,"stimuli/objects/painttray.jpg","old","left"
29,NA,"left",2.9597,2,2.6248,"stimuli/objects/patioumbrella.jpg","new","right"
29,NA,"left",1.4281,4,0.4004,"stimuli/objects/walkman.jpg","old","left"
29,NA,"left",2.0001,4,0.3679,"stimuli/objects/reflector.jpg","old","left"
29,NA,"left",3.3169,2,0.4133,"stimuli/objects/punchingball.jpg","old","left"
29,NA,"right",3.623,3,2.7574,"stimuli/objects/football.jpg","new","right"
29,NA,"left",3.6672,1,0.3601,"stimuli/objects/avcable.jpg","old","left"
29,NA,"right",3.2784,2,0.8675,"stimuli/objects/hedgeshears.jpg","old","left"
29,NA,"right",3.3341,2,0.3566,"stimuli/objects/waterbottleholder.jpg","new","right"
29,NA,"left",2.469,3,0.406,"stimuli/objects/shopvac.jpg","old","left"
29,NA,"right",1.9529,2,0.3829,"stimuli/objects/toyhardhat.jpg","new","right"
29,NA,"left",1.2082,4,0.3202,"stimuli/objects/bikewheel.jpg","old","left"
29,NA,"left",1.3916,3,0.3936,"stimuli/objects/securitycamera.jpg","old","left"
29,NA,"right",1.686,2,1.7792,"stimuli/objects/blender.jpg","old","left"
29,NA,"left",1.7593,3,0.3474,"stimuli/objects/icebucket.jpg","old","left"
29,NA,"right",2.4999,3,0.4774,"stimuli/objects/jumpercables.jpg","old","left"
29,NA,"left",3.4837,2,0.9046,"stimuli/objects/baseball01a.jpg","old","left"
29,NA,"right",1.8048,2,0.2752,"stimuli/objects/canoepaddle02.jpg","new","right"
29,NA,"left",2.3513,3,0.633,"stimuli/objects/loppingshears.jpg","old","left"
29,NA,"left",2.4324,2,0.3495,"stimuli/objects/staplegun.jpg","old","left"
29,NA,"left",2.1321,3,0.4235,"stimuli/objects/cheeseknife01.jpg","old","left"
29,NA,"right",1.8012,1,0.8151,"stimuli/objects/poolnet.jpg","new","right"
29,NA,"left",3.2822,3,0.4746,"stimuli/objects/flashlight02b.jpg","old","left"
29,NA,"left",3.2303,2,0.5407,"stimuli/objects/shinpad.jpg","new","right"
29,NA,"left",1.673,3,0.5053,"stimuli/objects/hedgetrimmer.jpg","new","right"
29,NA,"right",2.9655,2,0.7832,"stimuli/objects/rope03.jpg","new","right"
29,NA,"right",2.9351,3,0.6488,"stimuli/objects/gardenshears01a.jpg","old","left"
29,NA,"right",3.3412,2,1.1169,"stimuli/objects/leafblower01.jpg","old","left"
29,NA,"left",4.2403,2,0.4504,"stimuli/objects/ellipticalmachine.jpg","new","right"
29,NA,"right",7.8802,3,0.4848,"stimuli/objects/spatula03.jpg","new","right"
29,NA,"right",3.3585,3,0.6186,"stimuli/objects/exercisemachine.jpg","old","left"
29,NA,"right",4.2344,3,0.3586,"stimuli/objects/skihelmet01.jpg","new","right"
29,NA,"left",2.2942,4,0.3139,"stimuli/objects/binoculars01b.jpg","old","left"
29,NA,"left",2.141,4,0.3007,"stimuli/objects/skipole.jpg","old","left"
29,NA,"left",1.4755,4,0.3349,"stimuli/objects/hockeygoalieglove.jpg","old","left"
29,NA,"right",1.9819,3,1.9511,"stimuli/objects/ethernetcable02.jpg","new","right"
29,NA,"left",1.5103,4,0.4007,"stimuli/objects/teapot.jpg","old","left"
29,NA,"right",2.9966,4,0.2904,"stimuli/objects/toolbox02.jpg","new","right"
29,NA,"left",3.0089,2,0.483,"stimuli/objects/bicycle.jpg","old","left"
29,NA,"right",2.2757,4,0.3099,"stimuli/objects/swissarmyknife01a.jpg","new","right"
29,NA,"right",2.1543,2,0.2011,"stimuli/objects/propanetank01.jpg","old","left"
29,NA,"left",1.6216,4,0.8431,"stimuli/objects/monitor.jpg","old","left"
29,NA,"right",1.5593,4,0.3403,"stimuli/objects/gps.jpg","new","right"
29,NA,"right",2.7639,2,0.2838,"stimuli/objects/file.jpg","old","left"
29,NA,"right",1.9637,2,1.1473,"stimuli/objects/anchor.jpg","old","left"
29,NA,"right",3.6562,3,1.0638,"stimuli/objects/drill01b.jpg","new","right"
29,NA,"left",4.1807,4,0.2545,"stimuli/objects/snowbrush.jpg","new","right"
29,NA,"left",1.6568,4,0.1958,"stimuli/objects/tennisball01b.jpg","old","left"
29,NA,"right",2.9312,1,0.6129,"stimuli/objects/rollerblade.jpg","new","right"
29,NA,"left",2.1028,4,1.3316,"stimuli/objects/mallet01b.jpg","old","left"
29,NA,"right",4.3629,2,0.1046,"stimuli/objects/bungeecord02.jpg","old","left"
29,NA,"right",3.7893,3,1.0168,"stimuli/objects/squeegee01b.jpg","old","left"
29,NA,"left",1.7597,4,0.5299,"stimuli/objects/golfbag.jpg","old","left"
29,NA,"left",2.1936,4,0.2546,"stimuli/objects/gavel.jpg","old","left"
29,NA,"right",1.9363,2,0.2639,"stimuli/objects/solderingwire.jpg","old","left"
29,NA,"left",3.6991,2,0.4862,"stimuli/objects/alarmsystem.jpg","old","left"
29,NA,"left",1.6244,4,0.4415,"stimuli/objects/caulking.jpg","old","left"
