slides,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,condition,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,respcorrs,myownaccuracy,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,taskprep0.started,taskprep0.stopped,taskGo.started,taskGo.stopped,taskGoresp.keys,taskGoresp.rt,taskGoresp.started,taskGoresp.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,feedbImage.started,feedbImage.stopped,rep_resp.keys,rep_resp.rt,rep_resp.started,rep_resp.stopped,task_response.keys,task_response.corr,task_response.rt,feedbImage_2.started,feedbImage_2.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],space,0.8848408510093577,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide1.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.16010820200608578,7.321087076008553,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide2.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,0.28136515599908307,7.521440762997372,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide3.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,0.1408104150032159,7.843191847001435,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide4.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,0.14072968400432728,8.024351107000257,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide5.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,0.1055012569995597,8.205126471002586,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
stimuli/slide6.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,space,0.1075547599903075,8.35050007099926,None,,,,,,,,,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.468243149007321,None,10.953429307002807,None,space,0.7016311600018525,10.953429307002807,None,,,,,,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
,stimuli/m_red.jpg,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,1,Food,1,1,stimuli/objects/chocolatecroissant.jpg,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,0.48438174900365993,14.561299905995838,15.060869431996252,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Food.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,0,Vehicle,4,0,stimuli/objects/tricycle.jpg,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,2,0,0.6011015660042176,18.76026093000837,19.268892854001024,,,,,,,,,,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/spotlight.jpg,1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,n,3.9218277409963775,19.97302398699685,None,2,0,0.4675624249939574,30.821128490002593,31.32528508400719,551,,2021_Dez_03_1723,MemLear_ses-01_part-01_label-phase1,2020.1.3,59.858568925561535,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5844078109948896,,,,,,,,,
