illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit
0,0,0,0,1,slide 1.jpg,'space’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,1,1,1,1,slide 2.jpg,'l’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,2,2,2,1,slide 3.jpg,'l’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,3,3,3,1,slide 4.jpg,'l’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,4,4,4,1,slide 5.jpg,'d’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
0,5,5,5,1,slide 6.jpg,'l’,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,,,,,,,,,,,
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[6.6933000000119165],0,0,0,0,1,bless,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.6762000000178787],0,1,1,1,1,nature,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.26159999999404],0,2,2,2,1,carefree,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.9433000000119165],0,3,3,3,1,nature,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.5199000000059613],0,4,4,4,1,easygoing,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[2.0599000000059604],0,5,5,5,1,pillow,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.7704999999999984],0,6,6,6,1,easygoing,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.7420000000000044],0,7,7,7,1,gentle,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.361200000017881],0,8,8,8,1,square,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.7452999999821159],0,9,9,9,1,gentle,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.763799999982119],0,10,10,10,1,carefree,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8829000000059608],0,11,11,11,1,tool,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9167999999821177],0,12,12,12,1,bored,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.7136000000238383],0,13,13,13,1,tool,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.7194999999999965],0,14,14,14,1,home,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.000900000005963],0,15,15,15,1,immature,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,[0.6400000000000006],0,16,16,16,1,home,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.7706999999880821],0,17,17,17,1,fault,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.9391999999880767],0,18,18,18,1,pillow,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[0.8108000000119233],0,19,19,19,1,violin,l,0,NoHit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,[1.067900000005963],0,20,20,20,1,violin,d,1,Hit
,,,,,,,552,,2021-12-05_18h47.16.136,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,[1.0003000000119187],0,21,21,21,1,tense,l,0,NoHit
