instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,InstMiddle.started,InstMiddle.stopped,InstrBottom.started,InstrBottom.stopped,participant,Expra Code,date,expName,psychopyVersion,frameRate,
,,,,11.060744604998035,None,11.060744604998035,None,,,,,,,
