"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
7,NA,"[""l""]",1,"[16.64440000000596]","bless","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.7245000000000061]","nature","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.7602000000029818]","carefree","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.5327999999970245]","nature","d",1,"Hit"
7,NA,"[""l""]",1,"[5.139899999991059]","easygoing","l",0,"NoHit"
7,NA,"[""l""]",1,"[2.241000000000014]","pillow","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.0897999999970125]","easygoing","d",1,"Hit"
7,NA,"[""l""]",1,"[1.7772000000029777]","gentle","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.3584000000059575]","square","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.1075999999940507]","gentle","d",1,"Hit"
7,NA,"[""l""]",1,"[3.9307999999970207]","carefree","l",0,"NoHit"
7,NA,"[""l""]",1,"[2.1769999999999925]","tool","l",0,"NoHit"
7,NA,"[""l""]",1,"[2.6948999999910654]","bored","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.0420000000000016]","tool","d",1,"Hit"
7,NA,"[""l""]",1,"[1.5772000000029607]","home","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.546999999999997]","immature","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.883499999999998]","home","d",1,"Hit"
7,NA,"[""l""]",1,"[1.1998999999910325]","fault","l",0,"NoHit"
7,NA,"[""l""]",1,"[3.047699999988083]","pillow","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.4139999999999873]","violin","l",0,"NoHit"
7,NA,"[""l""]",0,"[1.4455000000000098]","violin","d",1,"Hit"
7,NA,"[""l""]",1,"[3.01219999998807]","tense","l",0,"NoHit"
7,NA,"[""l""]",1,"[2.921799999997006]","confident","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.7434000000059484]","bomb","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.9601000000089641]","confident","d",1,"Hit"
7,NA,"[""l""]",1,"[1.6274999999999977]","butterfly","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.4827000000029784]","cheer","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.3793000000119093]","street","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.050700000002962]","cheer","d",1,"Hit"
7,NA,"[""l""]",1,"[1.8752999999970257]","taxi","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.1595000000000084]","adventure","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.6607999999970104]","crutch","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.7233999999910736]","adventure","d",1,"Hit"
7,NA,"[""l""]",1,"[1.579600000008952]","vest","l",0,"NoHit"
7,NA,"[""l""]",1,"[2.3856000000089352]","taxi","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.6427999999970382]","brave","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.441900000005944]","square","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.980799999997032]","brave","d",1,"Hit"
7,NA,"[""l""]",1,"[1.6772999999970182]","unhappy","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.7985999999940248]","deformed","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.2296000000089293]","rifle","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.8947999999970193]","deformed","d",1,"Hit"
7,NA,"[""l""]",1,"[1.0262999999970077]","tense","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.0453000000119061]","inferior","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.3787999999970282]","exercise","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.91279999999702]","inferior","d",1,"Hit"
7,NA,"[""l""]",1,"[2.0194999999999936]","crutch","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.95059999999404]","obesity","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.9988999999910675]","bless","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.9108999999910452]","obesity","d",1,"Hit"
7,NA,"[""l""]",1,"[2.9786000000089246]","pistol","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.3610999999940532]","bored","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.9452999999970189]","pity","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.1786000000089416]","politeness","l",0,"NoHit"
7,NA,"[""d""]",1,"[2.526700000002961]","pity","d",1,"Hit"
7,NA,"[""l""]",1,"[1.0548999999910507]","beautiful","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.2064999999999486]","street","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.6794000000059555]","beautiful","d",1,"Hit"
7,NA,"[""l""]",1,"[1.0450999999940223]","aroused","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.4647999999970125]","demon","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.9070999999939886]","aroused","d",1,"Hit"
7,NA,"[""l""]",1,"[0.7907999999970343]","cash","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.0269999999999868]","immature","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.17349999999999]","cheer","l",0,"NoHit"
7,NA,"[""l""]",0,"[1.0147000000029607]","cheer","d",1,"Hit"
7,NA,"[""l""]",1,"[0.950099999993995]","controlling","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.7647000000030175]","messy","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.814299999997047]","cliff","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.9472000000030221]","butterfly","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.9572000000029561]","cliff","d",1,"Hit"
7,NA,"[""l""]",1,"[0.9456999999881077]","erotic","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.9958000000119682]","vest","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.8537000000029593]","dazzle","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.0748999999910325]","disloyal","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.1077999999970416]","dazzle","d",1,"Hit"
7,NA,"[""l""]",1,"[0.8594999999999686]","defiant","l",0,"NoHit"
7,NA,"[""l""]",1,"[1.9937999999970089]","fault","l",0,"NoHit"
7,NA,"[""d""]",1,"[0.866700000002993]","defiant","d",1,"Hit"
7,NA,"[""l""]",1,"[1.1514999999999986]","shotgun","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.8715000000000259]","revolt","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.7309000000059882]","unhappy","l",0,"NoHit"
7,NA,"[""d""]",1,"[1.0833000000118886]","revolt","d",1,"Hit"
7,NA,"[""l""]",1,"[0.9829000000059978]","car","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.889399999991042]","fight","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.8629999999999995]","obsession","l",0,"NoHit"
7,NA,"[""l""]",0,"[0.9651999999881014]","obsession","d",1,"Hit"
7,NA,"[""l""]",1,"[0.8764000000059582]","messy","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.8896999999881245]","anger","l",0,"NoHit"
7,NA,"[""l""]",1,"[0.8257000000029393]","exercise","l",0,"NoHit"
