"participant","Expra.Code","recog_resp.keys","recog_resp.rt","conf_resp.keys","conf_resp.rt","images","type","corr_ans"
21,NA,"left",1.7087,4,0.0691,"stimuli/objects/painttray.jpg","old","left"
21,NA,"left",2.0212,4,0.5386,"stimuli/objects/charcoalbarbecue.jpg","old","left"
21,NA,"right",1.3914,2,0.573,"stimuli/objects/foodprocessor.jpg","new","right"
21,NA,"right",1.6139,3,0.2274,"stimuli/objects/cutleryset.jpg","new","right"
21,NA,"left",2.2955,4,0.448,"stimuli/objects/carlighter02.jpg","old","left"
21,NA,"left",1.7441,3,0.577,"stimuli/objects/fryingpan02a.jpg","old","left"
21,NA,"left",2.4922,3,0.288,"stimuli/objects/handmixer01d.jpg","old","left"
21,NA,"right",1.3624,3,0.4322,"stimuli/objects/alarmclock01.jpg","new","right"
21,NA,"left",1.2763,4,0.2946,"stimuli/objects/printer02.jpg","new","right"
21,NA,"right",2.1286,2,1.9555,"stimuli/objects/fork03c.jpg","old","left"
21,NA,"left",1.639,4,0.085,"stimuli/objects/footballhelmet.jpg","new","right"
21,NA,"right",2.5006,3,1.6617,"stimuli/objects/spotlight.jpg","old","left"
21,NA,"right",1.1251,3,0.2531,"stimuli/objects/jug.jpg","new","right"
21,NA,"right",2.5766,4,0.8601,"stimuli/objects/photocopier.jpg","old","left"
21,NA,"right",1.8177,4,0.3278,"stimuli/objects/fan.jpg","new","right"
21,NA,"left",1.4808,4,0.2487,"stimuli/objects/kitchenscale01a.jpg","old","left"
21,NA,"left",1.6224,4,0.2882,"stimuli/objects/securitycamera.jpg","old","left"
21,NA,"left",1.7794,3,0.2033,"stimuli/objects/bowl02a.jpg","old","left"
21,NA,"left",1.5185,4,0.2728,"stimuli/objects/walkman.jpg","old","left"
21,NA,"right",1.1385,3,0.2135,"stimuli/objects/filmnegative.jpg","old","left"
21,NA,"right",0.9019,4,0.3195,"stimuli/objects/ipod.jpg","old","left"
21,NA,"right",1.0034,4,0.3133,"stimuli/objects/tripod01.jpg","new","right"
21,NA,"right",1.194,4,0.3522,"stimuli/objects/lightbulb01.jpg","old","left"
21,NA,"right",2.0246,3,0.4066,"stimuli/objects/cassettetape01a.jpg","new","right"
21,NA,"left",1.2509,4,0.2132,"stimuli/objects/ramekin01.jpg","old","left"
21,NA,"right",3.5062,3,0.1949,"stimuli/objects/carantenna.jpg","old","left"
21,NA,"right",1.2946,4,0.0128,"stimuli/objects/cashregister01.jpg","old","left"
21,NA,"right",0.97,4,0.2685,"stimuli/objects/expansioncard.jpg","old","left"
21,NA,"right",1.1153,4,0.251,"stimuli/objects/stovetop.jpg","new","right"
21,NA,"right",1.6808,4,0.0216,"stimuli/objects/toasteroven.jpg","old","left"
21,NA,"left",1.6032,3,0.1942,"stimuli/objects/bikepump01.jpg","old","left"
21,NA,"right",0.898,4,0.3824,"stimuli/objects/fanblades.jpg","new","right"
21,NA,"right",0.8467,3,0.2333,"stimuli/objects/lightswitch01.jpg","old","left"
21,NA,"left",1.1717,4,0.3308,"stimuli/objects/solderingiron.jpg","new","right"
21,NA,"right",1.9659,4,0.2072,"stimuli/objects/jack.jpg","old","left"
21,NA,"right",0.8379,4,0.2211,"stimuli/objects/bottlecap.jpg","old","left"
21,NA,"right",1.6593,4,0.116,"stimuli/objects/usbkey.jpg","old","left"
21,NA,"right",0.6993,4,0.213,"stimuli/objects/cuttingboard.jpg","old","left"
21,NA,"right",0.9509,4,0.9315,"stimuli/objects/coffeemaker.jpg","old","left"
21,NA,"left",3.3973,4,0.7046,"stimuli/objects/mitresaw.jpg","new","right"
