"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
21,NA,"[""l""]",1,"[3.2012999999519707]","bless","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.2135000000002947]","nature","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.1662000000478656]","carefree","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.9940000000001419]","nature","d",1,"Hit"
21,NA,"[""l""]",1,"[1.1543999998566505]","easygoing","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.0597999999522472]","pillow","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.9831999998091305]","easygoing","d",1,"Hit"
21,NA,"[""l""]",1,"[1.105699999809076]","gentle","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9088999998566578]","square","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.8834999999999127]","gentle","d",1,"Hit"
21,NA,"[""l""]",1,"[1.4349999999999454]","carefree","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.4238000001905675]","tool","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9443000001911059]","bored","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.925700000047982]","tool","d",1,"Hit"
21,NA,"[""l""]",1,"[0.9287000000476837]","home","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.8744000000951928]","immature","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.8347000000476328]","home","d",1,"Hit"
21,NA,"[""l""]",1,"[0.8412000000475928]","fault","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.1465999999049927]","pillow","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.8945999999045853]","violin","l",0,"NoHit"
21,NA,"[""l""]",0,"[0.9834999999998217]","violin","d",1,"Hit"
21,NA,"[""l""]",1,"[0.9505999999046253]","tense","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.0327999999522035]","confident","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9129000000953056]","bomb","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.8814000000952547]","confident","d",1,"Hit"
21,NA,"[""l""]",1,"[0.8612999999522799]","butterfly","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.8526999998093743]","cheer","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.945099999904869]","street","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.8512999999525164]","cheer","d",1,"Hit"
21,NA,"[""l""]",1,"[0.7997999999524836]","taxi","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9107000000476546]","adventure","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9779000000953602]","crutch","l",0,"NoHit"
21,NA,"[""d""]",1,"[1.2514999999998508]","adventure","d",1,"Hit"
21,NA,"[""l""]",1,"[0.9187999999526255]","vest","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.7636000001430148]","taxi","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.933099999904698]","brave","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.9399000000953492]","square","l",0,"NoHit"
21,NA,"[""d""]",1,"[0.8567000000475673]","brave","d",1,"Hit"
21,NA,"[""l""]",1,"[0.9388999998568579]","unhappy","l",0,"NoHit"
21,NA,"[""l""]",1,"[0.889099999904829]","deformed","l",0,"NoHit"
21,NA,"[""l""]",1,"[1.0442000000475673]","rifle","l",0,"NoHit"
