"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
16,NA,"[""d""]",0,"[32.34109999990466]","bless","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.6139000000953843]","nature","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.190800000190734]","carefree","l",0,"NoHit"
16,NA,"[""l""]",0,"[1.0191999998092456]","nature","d",1,"Hit"
16,NA,"[""d""]",0,"[3.3803999996185325]","easygoing","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.916499999999985]","pillow","l",0,"NoHit"
16,NA,"[""l""]",0,"[0.9124999999999659]","easygoing","d",1,"Hit"
16,NA,"[""d""]",0,"[0.8788000001907221]","gentle","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.8151999998092379]","square","l",0,"NoHit"
16,NA,"[""l""]",0,"[0.8704000000953442]","gentle","d",1,"Hit"
16,NA,"[""d""]",0,"[0.9682999997138495]","carefree","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.1627999997138545]","tool","l",0,"NoHit"
16,NA,"[""d""]",0,"[2.318599999904677]","bored","l",0,"NoHit"
16,NA,"[""l""]",0,"[1.1708000001907521]","tool","d",1,"Hit"
16,NA,"[""d""]",0,"[3.414900000095315]","home","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.3534999999999968]","immature","l",0,"NoHit"
16,NA,"[""l""]",0,"[0.8791999998092592]","home","d",1,"Hit"
16,NA,"[""d""]",0,"[2.016599999904656]","fault","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.170699999809301]","pillow","l",0,"NoHit"
16,NA,"[""d""]",0,"[1.1363000001907722]","violin","l",0,"NoHit"
16,NA,"[""d""]",1,"[1.685400000095342]","violin","d",1,"Hit"
16,NA,"[""d""]",0,"[1.136000000000024]","tense","l",0,"NoHit"
16,NA,"[""d""]",0,"[4.084900000095331]","confident","l",0,"NoHit"
16,NA,"[""d""]",0,"[3.4405999999046344]","bomb","l",0,"NoHit"
16,NA,"[""l""]",0,"[0.9004000000953738]","confident","d",1,"Hit"
16,NA,"[""d""]",0,"[0.9627999997138659]","butterfly","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.8623000001907144]","cheer","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.8238000001907722]","street","l",0,"NoHit"
16,NA,"[""l""]",0,"[0.9529000000953829]","cheer","d",1,"Hit"
16,NA,"[""d""]",0,"[0.9457999997139268]","taxi","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.7655999999046799]","adventure","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.7954000000953556]","crutch","l",0,"NoHit"
16,NA,"[""l""]",0,"[1.0849999999999795]","adventure","d",1,"Hit"
16,NA,"[""d""]",0,"[0.8460000000000036]","vest","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.7666999998092479]","taxi","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.8220000000000027]","brave","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.888699999809262]","square","l",0,"NoHit"
16,NA,"[""d""]",1,"[1.2481999998092874]","brave","d",1,"Hit"
16,NA,"[""d""]",0,"[0.8199000000954015]","unhappy","l",0,"NoHit"
16,NA,"[""d""]",0,"[0.8858999996185162]","deformed","l",0,"NoHit"
