"participant","Expra.Code","recog_resp.keys","recog_resp.rt","conf_resp.keys","conf_resp.rt","images","type","corr_ans"
16,NA,"left",3.1877,4,2.9919,"stimuli/objects/sewingmachine01a.jpg","new","right"
16,NA,"right",3.029,2,2.2727,"stimuli/objects/metalscissors.jpg","old","left"
16,NA,"right",1.9914,2,1.2044,"stimuli/objects/downhillski.jpg","new","right"
16,NA,"left",1.1551,1,0.6756,"stimuli/objects/basketball01.jpg","new","right"
16,NA,"left",6.267,3,1.4563,"stimuli/objects/securitycamera.jpg","old","left"
16,NA,"left",3.5363,4,2.2138,"stimuli/objects/knife03.jpg","new","right"
16,NA,"left",6.194,3,0.89,"stimuli/objects/tennisball01b.jpg","old","left"
16,NA,"right",2.1484,3,1.7741,"stimuli/objects/badmintonracket.jpg","old","left"
16,NA,"right",1.9867,2,1.5964,"stimuli/objects/skihelmet01.jpg","new","right"
16,NA,"right",1.6374,2,1.0211,"stimuli/objects/tennisracket.jpg","old","left"
16,NA,"left",1.218,4,0.6624,"stimuli/objects/measuringtape01.jpg","old","left"
16,NA,"right",1.2538,2,0.9488,"stimuli/objects/football.jpg","new","right"
16,NA,"right",1.0711,2,0.4204,"stimuli/objects/snowboard.jpg","old","left"
16,NA,"left",1.0094,4,0.9217,"stimuli/objects/bowl02a.jpg","old","left"
16,NA,"right",1.0932,3,2.7718,"stimuli/objects/volleyball.jpg","old","left"
16,NA,"left",1.6035,4,0.5851,"stimuli/objects/needlenosepliers01.jpg","new","right"
16,NA,"left",5.5704,4,1.0912,"stimuli/objects/basketballhoop01.jpg","old","left"
16,NA,"right",3.3698,3,1.3689,"stimuli/objects/pot01.jpg","old","left"
16,NA,"right",2.0372,2,4.3094,"stimuli/objects/waterbottleholder.jpg","new","right"
16,NA,"left",1.1361,4,1.427,"stimuli/objects/videocamera01a.jpg","old","left"
16,NA,"left",1.0892,4,0.4156,"stimuli/objects/scanner.jpg","old","left"
16,NA,"left",1.2501,4,0.5245,"stimuli/objects/skigoggles01.jpg","old","left"
16,NA,"right",6.3777,2,4.8437,"stimuli/objects/spatula03.jpg","new","right"
16,NA,"right",2.4171,4,1.4077,"stimuli/objects/poolnet.jpg","new","right"
16,NA,"left",2.6374,4,0.8312,"stimuli/objects/pickaxe02.jpg","old","left"
16,NA,"right",1.6275,3,1.0059,"stimuli/objects/paintbrush01.jpg","new","right"
16,NA,"right",0.9446,4,0.3375,"stimuli/objects/wateringcan.jpg","new","right"
16,NA,"left",0.9251,4,0.6671,"stimuli/objects/hedgeshears.jpg","old","left"
16,NA,"right",3.6612,3,0.3519,"stimuli/objects/punchingbag.jpg","new","right"
16,NA,"left",2.8638,4,0.6651,"stimuli/objects/staplegun.jpg","old","left"
16,NA,"left",4.527,4,0.9317,"stimuli/objects/jumpercables.jpg","old","left"
16,NA,"right",0.8945,4,0.6391,"stimuli/objects/lifejacket.jpg","new","right"
16,NA,"right",0.8699,2,1.2542,"stimuli/objects/shovel01.jpg","new","right"
16,NA,"right",1.0021,3,1.7417,"stimuli/objects/toyhardhat.jpg","new","right"
16,NA,"right",2.6388,3,5.719,"stimuli/objects/mallet01b.jpg","old","left"
16,NA,"right",1.2182,4,0.287,"stimuli/objects/backpack01a.jpg","old","left"
