"","participant","Expra.Code","character","left_categ","centleft_categ","centright_categ","right_categ","corr_ans","corr_ans_num","type","img","task_response.keys","task_response.corr","task_response.rt","condition","recogAcc","trialN"
"35",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",1,0,"stimuli/objects/scanner.jpg",2,0,0.746,0,0,1
"36",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/sportbag.jpg",3,0,1.24,0,1,2
"37",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,0,"stimuli/objects/backpack01a.jpg",3,0,1.503,1,0,3
"38",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",2,1,"stimuli/objects/golfball.jpg",4,0,1.383,0,1,4
"39",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,1,"stimuli/objects/lock03a.jpg",1,1,1.069,1,1,5
"40",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",2,1,"stimuli/objects/puttyknife.jpg",2,1,0.964,1,0,6
"41",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",2,1,"stimuli/objects/jumpingjack.jpg",2,1,0.538,1,0,7
"42",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,0,"stimuli/objects/tape02a.jpg",2,0,1.434,0,1,8
"43",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",3,1,"stimuli/objects/mallet01b.jpg",3,1,2.413,1,0,9
"44",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/swimgoggles.jpg",2,0,1.962,0,1,10
"45",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,1,"stimuli/objects/snowshoe.jpg",1,1,0.994,0,1,11
"46",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",1,0,"stimuli/objects/avcable.jpg",2,0,1.682,1,1,12
"47",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/lifesaver.jpg",4,1,2.501,0,1,13
"48",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",2,1,"stimuli/objects/skigoggles01.jpg",2,1,1.328,0,0,14
"49",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,1,"stimuli/objects/bungeecord02.jpg",1,1,1.676,1,0,15
"50",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",1,1,"stimuli/objects/bikelock.jpg",1,1,2.252,0,0,16
"51",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",1,1,"stimuli/objects/hockeygoalieglove.jpg",NA,0,NA,0,0,17
"52",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",3,1,"stimuli/objects/flashlight02b.jpg",3,1,0.873,1,0,18
"53",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",1,0,"stimuli/objects/bucket02.jpg",4,0,1.346,0,0,19
"54",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/beachumbrella01.jpg",2,0,1.673,0,1,20
"55",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",3,1,"stimuli/objects/pickaxe02.jpg",3,1,1.224,1,1,21
"56",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",3,1,"stimuli/objects/file.jpg",3,1,0.742,1,0,22
"57",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/solderingwire.jpg",4,1,1.079,1,0,23
"58",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Kitchen & utensil",3,0,"stimuli/objects/teapot.jpg",1,0,1.008,0,0,24
"59",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",2,1,"stimuli/objects/gardenshears01a.jpg",2,1,2.021,1,0,25
"60",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",2,0,"stimuli/objects/hoe.jpg",2,1,3.725,0,0,26
"61",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,1,"stimuli/objects/pipewrench.jpg",1,1,1.733,1,1,27
"62",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",3,1,"stimuli/objects/metalscissors.jpg",4,0,1.167,1,0,28
"63",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/magneticcompass.jpg",2,0,1.836,0,0,29
"64",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",2,1,"stimuli/objects/weight01.jpg",2,1,0.911,0,1,30
"65",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",3,0,"stimuli/objects/chandelier.jpg",4,0,1.332,0,0,31
"66",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",3,1,"stimuli/objects/painttray.jpg",3,1,2.377,1,0,32
"67",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Kitchen & utensil",3,0,"stimuli/objects/fonduefork01.jpg",4,0,1.542,0,0,33
"68",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/cheeseknife01.jpg",3,0,3.381,1,0,34
"69",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",2,1,"stimuli/objects/gavel.jpg",2,1,1.383,1,0,35
"70",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/birdie.jpg",3,1,1.298,0,0,36
"71",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/footballhelmet.jpg",3,1,0.578,0,0,37
"72",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Kitchen & utensil",4,0,"stimuli/objects/tray.jpg",1,0,1.133,0,0,38
"73",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/charcoalbarbecue.jpg",4,1,1.377,0,0,39
"74",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/jumpercables.jpg",4,1,2.373,1,0,40
"75",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",2,1,"stimuli/objects/sledgehammer.jpg",3,0,2.236,1,1,41
"76",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",1,0,"stimuli/objects/cellphone.jpg",4,0,0.64,0,0,42
"77",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",3,1,"stimuli/objects/squeegee01b.jpg",3,1,1.507,1,0,43
"78",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/loppingshears.jpg",1,0,3.016,1,0,44
"79",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",1,1,"stimuli/objects/handgripper.jpg",1,1,0.709,0,0,45
"80",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Kitchen & utensil",1,0,"stimuli/objects/oven.jpg",2,0,1.351,1,0,46
"81",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",2,1,"stimuli/objects/bikepump01.jpg",2,1,0.495,0,0,47
"82",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/bowrake.jpg",4,1,0.869,1,0,48
"83",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",3,1,"stimuli/objects/leafblower01.jpg",1,0,1.647,1,0,49
"84",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",2,1,"stimuli/objects/cooler01.jpg",2,1,1.384,0,0,50
"85",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Hand labour tool & accessory",1,1,"stimuli/objects/pylon01.jpg",1,1,0.515,1,0,51
"86",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Electronic device & accessory",4,0,"stimuli/objects/videocamera01a.jpg",2,0,1.223,0,0,52
"87",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Kitchen & utensil",4,0,"stimuli/objects/grater01a.jpg",1,0,0.927,1,0,53
"88",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,1,"stimuli/objects/nailgun.jpg",2,0,1.23,1,0,54
"89",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Kitchen & utensil",2,0,"stimuli/objects/blender.jpg",1,0,1.647,0,0,55
"90",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",1,0,"stimuli/objects/carlighter02.jpg",4,0,3.206,1,0,56
"91",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/tennisracket.jpg",4,1,1.533,0,0,57
"92",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",3,1,"stimuli/objects/carjack.jpg",3,1,1.477,1,0,58
"93",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",1,0,"stimuli/objects/shopvac.jpg",2,0,2.103,0,0,59
"94",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/exercisebench.jpg",4,1,1.001,0,1,60
"95",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",1,1,"stimuli/objects/punchingball.jpg",1,1,0.975,0,0,61
"96",9,NA,"stimuli/m_orange.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",2,1,"stimuli/objects/solderingiron.jpg",2,1,2.649,1,1,62
"97",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","Hand labour tool & accessory",3,0,"stimuli/objects/wheel01.jpg",1,0,1.817,0,1,63
"98",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","Electronic device & accessory",3,0,"stimuli/objects/monitor.jpg",1,0,1.545,1,1,64
"99",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","Hand labour tool & accessory",3,1,"stimuli/objects/gastank.jpg",3,1,2.278,1,1,65
"100",9,NA,"stimuli/m_orange.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/staplegun.jpg",2,0,1.717,1,0,66
"101",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,0,"stimuli/objects/gluetube.jpg",1,0,3.849,0,1,67
"102",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",2,1,"stimuli/objects/basketballhoop01.jpg",2,1,2.575,0,0,68
"103",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",3,1,"stimuli/objects/umbrella04.jpg",3,1,0.777,0,0,69
"104",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",1,1,"stimuli/objects/reflector.jpg",1,1,1.04,0,0,70
"105",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,0,"stimuli/objects/tennisball01b.jpg",2,0,1.381,1,0,71
"106",9,NA,"stimuli/m_orange.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","Hand labour tool & accessory",4,1,"stimuli/objects/adjustablewrench01b.jpg",1,0,1.182,1,0,72
"107",9,NA,"stimuli/m_black.jpg","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","Outdoor activity & sport item",4,1,"stimuli/objects/swing.jpg",4,1,1.041,0,0,73
"108",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","Outdoor activity & sport item",2,1,"stimuli/objects/skipole.jpg",2,1,2.371,0,0,74
"109",9,NA,"stimuli/m_black.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/binoculars01b.jpg",3,1,0.862,0,1,75
"110",9,NA,"stimuli/m_black.jpg","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Outdoor activity & sport item",1,1,"stimuli/objects/anchor.jpg",1,1,1.108,0,0,76
"111",9,NA,"stimuli/m_black.jpg","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","Outdoor activity & sport item",3,1,"stimuli/objects/bikehelmet.jpg",3,1,1.176,0,1,77
"112",9,NA,"stimuli/m_orange.jpg","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","Electronic device & accessory",4,0,"stimuli/objects/walkman.jpg",1,0,1.429,1,0,78
