"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
28,NA,"[""l""]",1,"[11.716800000071515]","bless","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.5792999999523119]","nature","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.1476000000238429]","carefree","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.3228999999761584]","nature","d",1,"Hit"
28,NA,"[""l""]",1,"[1.4853000000715326]","easygoing","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.4882999999523179]","pillow","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.1541000000238455]","easygoing","d",1,"Hit"
28,NA,"[""l""]",1,"[1.3023000000715257]","gentle","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.2003999999761703]","square","l",0,"NoHit"
28,NA,"[""d""]",1,"[0.798100000023851]","gentle","d",1,"Hit"
28,NA,"[""l""]",1,"[1.5676999999284646]","carefree","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0546000000238394]","tool","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0357999999523173]","bored","l",0,"NoHit"
28,NA,"[""d""]",1,"[0.9039000000953621]","tool","d",1,"Hit"
28,NA,"[""l""]",1,"[1.169200000047681]","home","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0158999999761562]","immature","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.2507999999523065]","home","d",1,"Hit"
28,NA,"[""l""]",1,"[1.119499999999988]","fault","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.298100000023851]","pillow","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.8986999999284819]","violin","l",0,"NoHit"
28,NA,"[""l""]",0,"[1.0500000000000114]","violin","d",1,"Hit"
28,NA,"[""l""]",1,"[1.3169000000953588]","tense","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.9558000000715197]","confident","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.984800000071516]","bomb","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.0841000000238523]","confident","d",1,"Hit"
28,NA,"[""l""]",1,"[1.0165000000000077]","butterfly","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0592999999523158]","cheer","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0188999999761563]","street","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.082399999976161]","cheer","d",1,"Hit"
28,NA,"[""l""]",1,"[0.9839999999999804]","taxi","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.9012000000476803]","adventure","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.0163000000715101]","crutch","l",0,"NoHit"
28,NA,"[""d""]",1,"[0.8654999999999973]","adventure","d",1,"Hit"
28,NA,"[""l""]",1,"[1.5173999999761634]","vest","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.3162000000476723]","taxi","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.2082999999523167]","brave","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.1848999999761531]","square","l",0,"NoHit"
28,NA,"[""l""]",0,"[2.064399999976132]","brave","d",1,"Hit"
28,NA,"[""l""]",1,"[1.6161000000238346]","unhappy","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.8373999999761566]","deformed","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.7357999999522917]","rifle","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.0330999999046355]","deformed","d",1,"Hit"
28,NA,"[""l""]",1,"[1.0793000000715267]","tense","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.1569999999999823]","inferior","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.7299000000953697]","exercise","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.1373999999761395]","inferior","d",1,"Hit"
28,NA,"[""l""]",1,"[1.031100000023855]","crutch","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.7376000000238605]","obesity","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.9722000000476783]","bless","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.0516999999284735]","obesity","d",1,"Hit"
28,NA,"[""l""]",1,"[1.1662999999523151]","pistol","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.9672999999523029]","bored","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.8826000000238423]","pity","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.8896999999284674]","politeness","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.5635999999046248]","pity","d",1,"Hit"
28,NA,"[""l""]",1,"[0.8706000000238419]","beautiful","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.3851000000238685]","street","l",0,"NoHit"
28,NA,"[""d""]",1,"[0.7521000000238303]","beautiful","d",1,"Hit"
28,NA,"[""l""]",1,"[0.8341000000238523]","aroused","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.7852000000476949]","demon","l",0,"NoHit"
28,NA,"[""d""]",1,"[1.3342999999523215]","aroused","d",1,"Hit"
28,NA,"[""l""]",1,"[0.8356999999284653]","cash","l",0,"NoHit"
28,NA,"[""l""]",1,"[5.161600000023839]","immature","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.1827999999523229]","cheer","l",0,"NoHit"
28,NA,"[""l""]",0,"[0.9978999999761413]","cheer","d",1,"Hit"
28,NA,"[""l""]",1,"[0.7934999999999945]","controlling","l",0,"NoHit"
28,NA,"[""l""]",1,"[0.8871000000238496]","messy","l",0,"NoHit"
28,NA,"[""l""]",1,"[1.6413999999761586]","cliff","l",0,"NoHit"
