"participant","Expra.Code","key_resp_4.keys","key_resp_4.corr","key_resp_4.rt","word","CORRanswer","trialtype","hit_NoHit"
23,277170,"[""l""]",1,"[11.835499999999996]","bless","l",0,"NoHit"
23,277170,"[""l""]",1,"[5.537899999999894]","nature","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.6179000000003896]","carefree","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.555499999999995]","nature","d",1,"Hit"
23,277170,"[""l""]",1,"[1.6515999999996325]","easygoing","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.3848999999999023]","pillow","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.9488000000002899]","easygoing","d",1,"Hit"
23,277170,"[""l""]",1,"[1.0166999999997302]","gentle","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.267600000000101]","square","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.883200000000187]","gentle","d",1,"Hit"
23,277170,"[""l""]",1,"[1.0428999999998894]","carefree","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9861000000000786]","tool","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.3851999999997417]","bored","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.235099999999619]","tool","d",1,"Hit"
23,277170,"[""l""]",1,"[1.216899999999896]","home","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.4495000000000005]","immature","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.8052999999997894]","home","d",1,"Hit"
23,277170,"[""l""]",1,"[1.9175000000000182]","fault","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.0805000000000007]","pillow","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.566399999999902]","violin","l",0,"NoHit"
23,277170,"[""l""]",0,"[1.2065000000000055]","violin","d",1,"Hit"
23,277170,"[""l""]",1,"[1.602499999999992]","tense","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.6263999999999044]","confident","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.3836000000000865]","bomb","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.217299999999824]","confident","d",1,"Hit"
23,277170,"[""l""]",1,"[1.1760000000000161]","butterfly","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.3354000000003623]","cheer","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.333500000000015]","street","l",0,"NoHit"
23,277170,"[""d""]",1,"[2.7671000000000845]","cheer","d",1,"Hit"
23,277170,"[""l""]",1,"[1.3157000000001915]","taxi","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.9171000000000902]","adventure","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.4717999999998312]","crutch","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.7574999999999932]","adventure","d",1,"Hit"
23,277170,"[""l""]",1,"[1.0174000000003502]","vest","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9869999999999948]","taxi","l",0,"NoHit"
23,277170,"[""l""]",1,"[2.7944999999999993]","brave","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.5068999999999164]","square","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.5557000000001722]","brave","d",1,"Hit"
23,277170,"[""l""]",1,"[1.1522000000001924]","unhappy","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.1778999999999087]","deformed","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.1680000000000064]","rifle","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.866799999999813]","deformed","d",1,"Hit"
23,277170,"[""l""]",1,"[0.9685999999996397]","tense","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9363000000002728]","inferior","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.284300000000286]","exercise","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.9544999999999959]","inferior","d",1,"Hit"
23,277170,"[""l""]",1,"[1.0007999999997992]","crutch","l",0,"NoHit"
23,277170,"[""l""]",1,"[3.3011000000001047]","obesity","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.1416000000000963]","bless","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.7893000000002814]","obesity","d",1,"Hit"
23,277170,"[""l""]",1,"[0.868100000000112]","pistol","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.458200000000204]","bored","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.152899999999903]","pity","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.2376999999997054]","politeness","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.7658000000002687]","pity","d",1,"Hit"
23,277170,"[""l""]",1,"[0.9201999999997099]","beautiful","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.8816999999997108]","street","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.0109999999999957]","beautiful","d",1,"Hit"
23,277170,"[""l""]",1,"[1.468700000000183]","aroused","l",0,"NoHit"
23,277170,"[""l""]",1,"[2.350600000000071]","demon","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.8503999999999223]","aroused","d",1,"Hit"
23,277170,"[""l""]",1,"[0.7156000000001086]","cash","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.419700000000205]","immature","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.0103000000002567]","cheer","l",0,"NoHit"
23,277170,"[""l""]",0,"[1.1173000000002844]","cheer","d",1,"Hit"
23,277170,"[""l""]",1,"[1.082199999999716]","controlling","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.318100000000129]","messy","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.4682999999998287]","cliff","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.5032999999998538]","butterfly","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.56839999999994]","cliff","d",1,"Hit"
23,277170,"[""l""]",1,"[0.887100000000089]","erotic","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.7345000000000255]","vest","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9007999999997764]","dazzle","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.204799999999807]","disloyal","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.0173000000002617]","dazzle","d",1,"Hit"
23,277170,"[""l""]",1,"[0.9258999999998991]","defiant","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.051499999999976]","fault","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.8161000000001195]","defiant","d",1,"Hit"
23,277170,"[""l""]",1,"[0.7860000000000014]","shotgun","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.9565000000000055]","revolt","l",0,"NoHit"
23,277170,"[""l""]",1,"[2.1946000000000936]","unhappy","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.7343999999999369]","revolt","d",1,"Hit"
23,277170,"[""l""]",1,"[1.3355999999996584]","car","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9009000000003766]","fight","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9872000000002004]","obsession","l",0,"NoHit"
23,277170,"[""l""]",0,"[1.0674999999999955]","obsession","d",1,"Hit"
23,277170,"[""l""]",1,"[1.218999999999994]","messy","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.7848999999998796]","anger","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.7367000000001553]","exercise","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.7668999999999073]","anger","d",1,"Hit"
23,277170,"[""l""]",1,"[0.8664999999999736]","suspicious","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.9710000000000036]","politeness","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.2843999999999482]","suspicious","d",1,"Hit"
23,277170,"[""l""]",1,"[0.868299999999806]","shark","l",0,"NoHit"
23,277170,"[""l""]",1,"[1.1016999999997097]","detest","l",0,"NoHit"
23,277170,"[""d""]",1,"[0.7773999999998864]","shark","d",1,"Hit"
23,277170,"[""l""]",1,"[0.7501999999997224]","cash","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.8887999999998328]","cancer","l",0,"NoHit"
23,277170,"[""l""]",1,"[0.890399999999886]","pistol","l",0,"NoHit"
23,277170,"[""d""]",1,"[1.9327999999998156]","cancer","d",1,"Hit"
